MS_system,Package,Class,Method,Ci,Di,Fin,Fout,IOVars,MCLC,NBD,NCOMP,NOP,NVAR,Si,TLOC,VG
qbike,club.newtech.qbick.gateway,ZuulGateway,public static void main(String[] args),1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0
qbike,club.newtech.qbike,EurekaApplication,public static void main(String[] args),1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0
Tap-And-Eat-MicroServices,com.github.joffryferrater.priceservice,PriceServiceApplication,public static void main(String[] args),1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0
Tap-And-Eat-MicroServices,com.github.joffryferrater.priceservice,PriceServiceApplication,public void init(),0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0
Tap-And-Eat-MicroServices,com.github.joffryferrater.priceservice,PriceServiceApplicationTests,public void contextLoads(),0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0
Tap-And-Eat-MicroServices,com.github.joffryferrater.priceservice.models,Price,public Price Price(),1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0
Tap-And-Eat-MicroServices,com.github.joffryferrater.priceservice.models,Price,"public Price Price(String itemCode, String price)",3.0,3.0,0.0,0.0,3.0,0.0,1.0,0.0,2.0,0.0,0.0,5.0,1.0
Tap-And-Eat-MicroServices,com.github.joffryferrater.priceservice.models,PriceRepository,"Price findByItemCode(@Param(""itemCode"") String itemCode)",2.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
Tap-And-Eat-MicroServices,com.github.joffryferrater.itemservice,ItemServiceApplication,public static void main(String[] args),1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0
Tap-And-Eat-MicroServices,com.github.joffryferrater.itemservice,ItemServiceApplication,public void init(),0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,22.0,1.0
Tap-And-Eat-MicroServices,com.github.joffryferrater.itemservice,ItemServiceApplicationTests,public void contextLoads(),0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0
Tap-And-Eat-MicroServices,com.github.joffryferrater.itemservice.models,Item,public Item Item(),1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0
Tap-And-Eat-MicroServices,com.github.joffryferrater.itemservice.models,Item,"public Item Item(String itemCode, String name)",3.0,3.0,0.0,0.0,3.0,0.0,1.0,0.0,2.0,0.0,0.0,5.0,1.0
Tap-And-Eat-MicroServices,com.github.joffryferrater.itemservice.models,ItemRepository,"Item findByItemCode(@Param(""itemCode"") String itemCode)",2.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
Tap-And-Eat-MicroServices,com.github.joffryferrater.itemservice.models,ItemRepository,"List<Item> findByName(@Param(""name"") String name)",2.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
Tap-And-Eat-MicroServices,com.github.joffryferrater.accountservice,AccountServiceApplication,public static void main(String[] args),1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0
Tap-And-Eat-MicroServices,com.github.joffryferrater.accountservice,AccountServiceApplication,public void init(),0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0
Tap-And-Eat-MicroServices,com.github.joffryferrater.accountservice,AccountServiceApplicationTests,public void contextLoads(),0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0
Tap-And-Eat-MicroServices,com.github.joffryferrater.accountservice.models,AccountRepository,"Account findByEmail(@Param(""email"") String email)",2.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
Tap-And-Eat-MicroServices,com.github.joffryferrater.accountservice.models,AccountRepository,"Account findByFirstName(@Param(""firstName"") String firstName)",2.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
Tap-And-Eat-MicroServices,com.github.joffryferrater.accountservice.models,AccountRepository,"Account findByLastName(@Param(""lastName"") String lastName)",2.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
Tap-And-Eat-MicroServices,com.github.joffryferrater.storeservice,StoreServiceApplication,public static void main(String[] args),1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0
Tap-And-Eat-MicroServices,com.github.joffryferrater.storeservice,StoreServiceApplicationTests,public void contextLoads(),0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0
Tap-And-Eat-MicroServices,com.github.joffryferrater.storeservice.models,Store,public Long getId(),1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0
Tap-And-Eat-MicroServices,com.github.joffryferrater.storeservice.models,Store,public Store Store(),1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0
Tap-And-Eat-MicroServices,com.github.joffryferrater.storeservice.models,Store,"public Store Store(String storeName, String branchName, String location)",4.0,4.0,0.0,0.0,4.0,0.0,1.0,0.0,3.0,0.0,0.0,6.0,1.0
Tap-And-Eat-MicroServices,com.github.joffryferrater.storeservice.models,Store,public String getBranchName(),1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0
Tap-And-Eat-MicroServices,com.github.joffryferrater.storeservice.models,Store,public String getLocation(),1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0
Tap-And-Eat-MicroServices,com.github.joffryferrater.storeservice.models,Store,public String getStoreName(),1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0
Tap-And-Eat-MicroServices,com.github.joffryferrater.storeservice.models,Store,public void setBranchName(String branchName),1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0
Tap-And-Eat-MicroServices,com.github.joffryferrater.storeservice.models,Store,public void setId(Long id),1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0
Tap-And-Eat-MicroServices,com.github.joffryferrater.storeservice.models,Store,public void setLocation(String location),1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0
Tap-And-Eat-MicroServices,com.github.joffryferrater.storeservice.models,Store,public void setStoreName(String storeName),1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0
Tap-And-Eat-MicroServices,com.github.joffryferrater.storeservice.models,StoreRepository,Store findByStoreName(String storeName),2.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
Tap-And-Eat-MicroServices,com.github.joffry.ferrater.configservice,ConfigServiceApplication,public static void main(String[] args),1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0
Tap-And-Eat-MicroServices,com.github.joffryferrater.configservice,ConfigServiceApplicationTests,public void contextLoads(),0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0
Tap-And-Eat-MicroServices,com.github.joffry.ferrater.discoveryservice,DiscoveryServiceApplication,public static void main(String[] args),1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0
Tap-And-Eat-MicroServices,com.github.joffry.ferrater.discoveryservice,DiscoveryServiceApplicationTests,public void contextLoads(),0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0
Tap-And-Eat-MicroServices,com.github.joffryferrater.customerservice,CustomerServiceApplication,public static void main(String[] args),1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0
Tap-And-Eat-MicroServices,com.github.joffryferrater.customerservice,CustomerServiceApplicationTests,public void contextLoads(),0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0
Tap-And-Eat-MicroServices,com.github.joffryferrater.customerservice.models,Customer,public Customer Customer(),1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0
Tap-And-Eat-MicroServices,com.github.joffryferrater.customerservice.models,CustomerRepository,Customer findById(Long id),2.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
java-microservice,com.apssouza,BasicApplication,public static void main(String[] args),1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0
java-microservice,com.apssouza.bootstrap,UserLoader,public UserLoader UserLoader(AccountRepository todoRepository),2.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0
java-microservice,com.apssouza.bootstrap,UserLoader,public void onApplicationEvent(ContextRefreshedEvent e),1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,9.0,1.0
java-microservice,com.apssouza.configuration,H2DbConfiguration,ServletRegistrationBean h2servletRegistration(),1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,1.0
java-microservice,com.apssouza.controllers,AccountController,public AccountController AccountController(AccountService userService),2.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0
java-microservice,com.apssouza.controllers,AccountController,public List<Account> all(),1.5,0.5,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,1.0
java-microservice,com.apssouza.controllers,AccountController,public ResponseEntity<?> find(@PathVariable long id),2.0,1.0,0.0,1.0,2.0,0.0,2.0,0.0,1.0,0.0,1.0,4.0,1.0
java-microservice,com.apssouza.controllers,AccountController,"public ResponseEntity<?> find(@RequestParam(""email"") String email)",2.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,4.0,1.0
java-microservice,com.apssouza.controllers,AccountController,public ResponseEntity<?> save(@RequestBody @Valid Account account),2.0,1.0,0.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,9.0,2.0
java-microservice,com.apssouza.controllers,AccountController,"public ResponseEntity<?> update(@PathVariable long id, @RequestBody @Valid Account user)",3.0,3.0,0.0,0.0,3.0,0.0,1.0,0.0,2.0,0.0,0.0,3.0,1.0
java-microservice,com.apssouza.entities,Account,public Account Account(),1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0
java-microservice,com.apssouza.entities,Account,"public Account Account(String name, String email, String pass)",4.0,4.0,0.0,0.0,4.0,0.0,1.0,0.0,3.0,0.0,0.0,5.0,1.0
java-microservice,com.apssouza.entities,Account,public String getEmail(),1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0
java-microservice,com.apssouza.entities,Account,public String getName(),1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0
java-microservice,com.apssouza.entities,Account,public String getPassword(),1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0
java-microservice,com.apssouza.entities,Account,public long getId(),1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0
java-microservice,com.apssouza.entities,Account,public long getVersion(),1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0
java-microservice,com.apssouza.entities,Account,public void setAuthId(String pass),1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0
java-microservice,com.apssouza.entities,Account,public void setEmail(String email),1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0
java-microservice,com.apssouza.entities,Account,public void setId(long id),1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0
java-microservice,com.apssouza.entities,Account,public void setName(String name),1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0
java-microservice,com.apssouza.entities,Account,public void setVersion(long version),1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0
java-microservice,com.apssouza.exceptions,DataNotFoundException,public DataNotFoundException DataNotFoundException(String msg),2.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0
java-microservice,com.apssouza.repositories,AccountRepository,Optional<Account> findByEmail(String email),2.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
java-microservice,com.apssouza.services,AccountService,Account save(Account user),2.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
java-microservice,com.apssouza.services,AccountService,"Account update(Long id, Account user) throws DataNotFoundException",3.0,3.0,0.0,0.0,3.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,1.0
java-microservice,com.apssouza.services,AccountService,List<Account> all(),1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
java-microservice,com.apssouza.services,AccountService,Optional<Account> findByEmail(String name),2.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
java-microservice,com.apssouza.services,AccountService,Optional<Account> findById(long id),2.0,2.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
java-microservice,com.apssouza.services,AccountService,void delete(Account a),1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
java-microservice,com.apssouza.services,AccountServiceImpl,public Account save(Account user),2.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0
java-microservice,com.apssouza.services,AccountServiceImpl,"public Account update(Long id, Account user) throws DataNotFoundException",16.6,0.6,0.0,4.0,3.0,0.0,2.0,0.0,2.0,0.0,16.0,3.0,1.0
java-microservice,com.apssouza.services,AccountServiceImpl,public List<Account> all(),1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0
java-microservice,com.apssouza.services,AccountServiceImpl,public Optional<Account> findByEmail(String email),2.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0
java-microservice,com.apssouza.services,AccountServiceImpl,public Optional<Account> findById(long id),2.0,2.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0
java-microservice,com.apssouza.services,AccountServiceImpl,public void delete(Account a),1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0
java-microservice,com.apssouza.monitoring,CallMonitoringAspect,public CallMonitoringAspect CallMonitoringAspect(ApplicationEventPublisher publisher),2.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0
java-microservice,com.apssouza.monitoring,CallMonitoringAspect,public Object invoke(ProceedingJoinPoint joinPoint) throws Throwable,2.0,2.0,0.0,0.0,2.0,0.0,4.0,0.0,1.0,0.0,0.0,20.0,2.0
java-microservice,com.apssouza.monitoring,CallMonitoringAspect,public boolean isEnabled(),1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0
java-microservice,com.apssouza.monitoring,CallMonitoringAspect,public int getCallCount(),1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0
java-microservice,com.apssouza.monitoring,CallMonitoringAspect,public long getCallTime(),1.0,1.0,0.0,0.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,7.0,2.0
java-microservice,com.apssouza.monitoring,CallMonitoringAspect,public void reset(),0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0
java-microservice,com.apssouza.monitoring,CallMonitoringAspect,public void setEnabled(boolean enabled),1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0
java-microservice,com.apssouza.monitoring,MonitoringInvokedEvent,"public MonitoringInvokedEvent MonitoringInvokedEvent(String methodName, long duration)",3.0,3.0,0.0,0.0,3.0,0.0,1.0,0.0,2.0,0.0,0.0,4.0,1.0
java-microservice,com.apssouza.monitoring,MonitoringInvokedEvent,public String getMethodName(),1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0
java-microservice,com.apssouza.monitoring,MonitoringInvokedEvent,public long getDuration(),1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0
java-microservice,com.apssouza,BasicApplication,public static void main(String[] args),1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0
java-microservice,com.apssouza.auth,CustomTokenEnhancer,"public OAuth2AccessToken enhance(OAuth2AccessToken accessToken, OAuth2Authentication authentication)",3.0,3.0,0.0,0.0,3.0,0.0,1.0,0.0,2.0,0.0,0.0,6.0,1.0
java-microservice,com.apssouza.clients,UserClient,"public User getUserByEmail(@RequestParam(""email"") String email)",2.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
java-microservice,com.apssouza.configuration,AuthenticationConfiguration,protected UserDetailsService userDetailsService(),1.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,1.0
java-microservice,com.apssouza.configuration,AuthenticationConfiguration,public void init(AuthenticationManagerBuilder auth) throws Exception,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0
java-microservice,com.apssouza.configuration,JwtServerConfiguration,protected JwtAccessTokenConverter jwtTokenEnhancer(),1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,1.0
java-microservice,com.apssouza.configuration,JwtServerConfiguration,public TokenStore tokenStore(),1.5,0.5,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,1.0
java-microservice,com.apssouza.configuration,OAuth2ServerConfiguration,public FilterRegistrationBean filterRegistrationBean(),1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,12.0,1.0
java-microservice,com.apssouza.configuration,OAuth2ServerConfiguration,public void configure(AuthorizationServerEndpointsConfigurer endpoints) throws Exception,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0
java-microservice,com.apssouza.configuration,OAuth2ServerConfiguration,public void configure(ClientDetailsServiceConfigurer clients) throws Exception,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0
java-microservice,com.apssouza.pojos,User,public String getEmail(),1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0
java-microservice,com.apssouza.pojos,User,public String getPassword(),1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0
java-microservice,com.apssouza.pojos,User,public User User(),1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0
java-microservice,com.apssouza.pojos,User,"public User User(long id, String email, String password)",4.0,4.0,0.0,0.0,4.0,0.0,1.0,0.0,3.0,0.0,0.0,5.0,1.0
java-microservice,com.apssouza.pojos,User,public long getId(),1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0
java-microservice,com.apssouza.pojos,User,public void setEmail(String email),1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0
java-microservice,com.apssouza.pojos,User,public void setId(long id),1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0
java-microservice,com.apssouza.pojos,User,public void setPassword(String password),1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0
java-microservice,com.apssouza.services,UserService,User getUserByEmail(String email),2.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
java-microservice,com.apssouza.services,UserServiceImpl,public User getFallbackUserByEmail(String email),2.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0
java-microservice,com.apssouza.services,UserServiceImpl,public User getUserByEmail(String email),2.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0
java-microservice,com.apssouza.infra,AbstractDomainEvent,public Instant when(),1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0
java-microservice,com.apssouza.infra,AbstractDomainEvent,public String uuid(),1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0
java-microservice,com.apssouza.infra,AppEvent,Instant when(),1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
java-microservice,com.apssouza.infra,AppEvent,String uuid(),1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
java-microservice,com.apssouza.infra,EventPublisher,"public EventPublisher EventPublisher(Source source, ApplicationEventPublisher publisher)",3.0,3.0,0.0,0.0,3.0,0.0,1.0,0.0,2.0,0.0,0.0,4.0,1.0
java-microservice,com.apssouza.infra,EventPublisher,public void publish(AppEvent event),1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0
java-microservice,com.apssouza.infra,EventPublisher,public void stream(AppEvent event),1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,5.0,1.0
java-microservice,de.codecentric.boot.admin,SpringBootAdminApplication,public static void main(String[] args),1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0
java-microservice,com.apssouza,BasicApplication,public static void main(String[] args),1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0
java-microservice,com.apssouza.clients,TodoClient,Todo createTodo(Todo todo),2.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
java-microservice,com.apssouza.clients,TodoClient,"public List<Todo> getTodoByUserEmaill(@RequestParam(""email"") String email)",2.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
java-microservice,com.apssouza.clients,TodoClient,public List<User> getAll(),1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
java-microservice,com.apssouza.clients,UserClient,Todo createUser(User user),2.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
java-microservice,com.apssouza.clients,UserClient,public List<User> getAll(),1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
java-microservice,com.apssouza.clients,UserClient,"public User getUserByEmail(@RequestParam(""email"") String email)",2.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
java-microservice,com.apssouza.configuration,JwtConfiguration,protected JwtAccessTokenConverter jwtTokenEnhancer(),1.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,12.0,1.0
java-microservice,com.apssouza.configuration,JwtConfiguration,public TokenStore tokenStore(),1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0
java-microservice,com.apssouza.configuration,OAuth2ResourceServerConfiguration,public void configure(HttpSecurity http) throws Exception,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0
java-microservice,com.apssouza.configuration,OAuth2ResourceServerConfiguration,public void configure(ResourceServerSecurityConfigurer resources) throws Exception,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0
java-microservice,com.apssouza.controllers,TodoController,public List<User> all(),1.5,0.5,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,1.0
java-microservice,com.apssouza.controllers,UserController,public List<Todo> todos(OAuth2Authentication auth),2.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0
java-microservice,com.apssouza.controllers,UserController,public List<User> all(),1.5,0.5,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,1.0
java-microservice,com.apssouza.controllers,UserController,public Todo create(@RequestBody Todo todo),2.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0
java-microservice,com.apssouza.controllers,UserController,public User me(OAuth2Authentication auth),2.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0
java-microservice,com.apssouza.exceptions,DataNotFoundException,public DataNotFoundException DataNotFoundException(String msg),2.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0
java-microservice,com.apssouza.pojos,Todo,public String getCaption(),1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0
java-microservice,com.apssouza.pojos,Todo,public String getDescription(),1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0
java-microservice,com.apssouza.pojos,Todo,public String getUserEmail(),1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0
java-microservice,com.apssouza.pojos,Todo,public int getPriority(),1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0
java-microservice,com.apssouza.pojos,Todo,public long getId(),1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0
java-microservice,com.apssouza.pojos,Todo,public void setCaption(String caption),1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0
java-microservice,com.apssouza.pojos,Todo,public void setDescription(String description),1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0
java-microservice,com.apssouza.pojos,Todo,public void setId(long id),1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0
java-microservice,com.apssouza.pojos,Todo,public void setPriority(int priority),1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0
java-microservice,com.apssouza.pojos,Todo,public void setUserEmail(String userEmail),1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0
java-microservice,com.apssouza.pojos,User,public String getEmail(),1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0
java-microservice,com.apssouza.pojos,User,public String getName(),1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0
java-microservice,com.apssouza.pojos,User,public User User(),1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0
java-microservice,com.apssouza.pojos,User,"public User User(String name, String email, long authId)",4.0,4.0,0.0,0.0,4.0,0.0,1.0,0.0,3.0,0.0,0.0,5.0,1.0
