MS_system,Name,AvgCyclomatic,CountDeclFile,CountLine,CountLineBlank,CountLineCode,CountLineComment,CountStmt,CountStmtDecl,CountStmtExe,Cyclomatic,RatioCommentToCode,AvgCountLine,AvgCountLineBlank,AvgCountLineCode,AvgCountLineComment,CountClassBase,CountClassCoupled,CountClassCoupledModified,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclExecutableUnit,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodAll,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountInput,CountLineCodeDecl,CountLineCodeExe,CountOutput,CountSemicolon,MaxCyclomatic,MaxInheritanceTree,MaxNesting,PercentLackOfCohesion,PercentLackOfCohesionModified,SumCyclomatic,CountDeclInstanceVariablePrivate,CountDeclInstanceVariableProtected,CountDeclInstanceVariablePublic,CountCCViol,CountCCViolType,CCViolDensityLine,CCViolDensityCode,CountDeclMethodStrictPrivate,CountDeclMethodStrictPublished,CountDeclModule,CountDeclProperty,CountDeclSubprogram,CountLineInactive
jhipster-microservices-example,org.jhipster.blog.service,1.0,6.0,742.0,104.0,586.0,59.0,456.0,221.0,291.0,,"0,10",10.0,0.0,9.0,1.0,,,,,5.0,0.0,2.0,,,44.0,20.0,44.0,,0.0,0.0,0.0,44.0,,269.0,321.0,,401.0,3.0,,2.0,,,59.0,,,,,,,,,,,,,
jhipster-microservices-example,org.jhipster.blog.service.dto,1.0,2.0,173.0,39.0,127.0,7.0,76.0,45.0,31.0,,"0,06",5.0,0.0,5.0,0.0,,,,,1.0,0.0,0.0,,,20.0,13.0,20.0,,0.0,0.0,0.0,20.0,,58.0,49.0,,55.0,1.0,,0.0,,,20.0,,,,,,,,,,,,,
jhipster-microservices-example,org.jhipster.blog.service.mapper,1.0,2.0,80.0,10.0,61.0,9.0,42.0,19.0,27.0,,"0,15",8.0,0.0,8.0,0.0,,,,,1.0,0.0,0.0,,,6.0,0.0,6.0,,0.0,0.0,0.0,6.0,,20.0,35.0,,32.0,3.0,,2.0,,,10.0,,,,,,,,,,,,,
jhipster-microservices-example,org.jhipster.blog.service.util,1.0,1.0,41.0,7.0,16.0,18.0,11.0,8.0,3.0,,"1,13",7.0,0.0,3.0,4.0,,,,,1.0,3.0,1.0,,,1.0,0.0,4.0,,0.0,1.0,0.0,3.0,,8.0,4.0,,6.0,1.0,,0.0,,,4.0,,,,,,,,,,,,,
jhipster-microservices-example,org.jhipster.blog.web,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"0,00",0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,,,0.0,,,,,,,,,,,,,
jhipster-microservices-example,org.jhipster.blog.web.rest,1.0,21.0,4133.0,597.0,3002.0,694.0,1711.0,1020.0,942.0,,"0,23",16.0,1.0,12.0,3.0,,,,,23.0,7.0,36.0,,,171.0,92.0,178.0,,4.0,2.0,1.0,171.0,,1428.0,1670.0,,1489.0,4.0,,2.0,,,212.0,,,,,,,,,,,,,
jhipster-microservices-example,org.jhipster.blog.web.rest.errors,1.0,8.0,445.0,85.0,332.0,28.0,205.0,138.0,74.0,,"0,08",5.0,0.0,5.0,0.0,,,,,10.0,0.0,10.0,,,42.0,15.0,42.0,,0.0,1.0,0.0,41.0,,177.0,114.0,,146.0,3.0,,2.0,,,48.0,,,,,,,,,,,,,
jhipster-microservices-example,org.jhipster.blog.web.rest.util,2.0,2.0,112.0,16.0,82.0,14.0,64.0,31.0,39.0,,"0,17",7.0,0.0,7.0,0.0,,,,,2.0,8.0,2.0,,,2.0,0.0,10.0,,0.0,3.0,0.0,7.0,,31.0,44.0,,46.0,4.0,,1.0,,,16.0,,,,,,,,,,,,,
jhipster-microservices-example,org.jhipster.blog.web.rest.vm,1.0,6.0,218.0,54.0,144.0,20.0,91.0,63.0,28.0,,"0,14",4.0,0.0,4.0,0.0,,,,,5.0,0.0,2.0,,,28.0,11.0,28.0,,0.0,0.0,0.0,28.0,,75.0,38.0,,58.0,1.0,,0.0,,,28.0,,,,,,,,,,,,,
jhipster-microservices-example,org.jhipster.store,2.0,2.0,112.0,14.0,78.0,22.0,48.0,36.0,17.0,,"0,28",16.0,0.0,11.0,5.0,,,,,2.0,1.0,1.0,,,3.0,1.0,4.0,,0.0,0.0,1.0,3.0,,42.0,33.0,,39.0,3.0,,1.0,,,8.0,,,,,,,,,,,,,
jhipster-microservices-example,org.jhipster.store.aop,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"0,00",0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,,,0.0,,,,,,,,,,,,,
jhipster-microservices-example,org.jhipster.store.aop.logging,2.0,1.0,98.0,13.0,59.0,26.0,33.0,21.0,14.0,,"0,44",13.0,0.0,8.0,4.0,,,,,1.0,0.0,0.0,,,5.0,2.0,5.0,,0.0,0.0,0.0,5.0,,30.0,21.0,,23.0,4.0,,2.0,,,11.0,,,,,,,,,,,,,
jhipster-microservices-example,org.jhipster.store.config,1.0,18.0,1142.0,210.0,857.0,87.0,566.0,371.0,240.0,,"0,10",7.0,0.0,7.0,1.0,,,,,20.0,2.0,9.0,,,81.0,25.0,83.0,,1.0,4.0,1.0,77.0,,487.0,321.0,,455.0,3.0,,1.0,,,94.0,,,,,,,,,,,,,
jhipster-microservices-example,org.jhipster.store.config.audit,3.0,2.0,92.0,12.0,51.0,29.0,39.0,20.0,23.0,,"0,57",18.0,1.0,10.0,7.0,,,,,1.0,0.0,0.0,,,4.0,0.0,4.0,,0.0,0.0,0.0,4.0,,18.0,26.0,,23.0,5.0,,3.0,,,12.0,,,,,,,,,,,,,
jhipster-microservices-example,org.jhipster.store.config.dbmigrations,0.0,1.0,4.0,0.0,1.0,3.0,1.0,1.0,0.0,,"3,00",0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,1.0,0.0,,1.0,0.0,,0.0,,,0.0,,,,,,,,,,,,,
jhipster-microservices-example,org.jhipster.store.domain,1.0,4.0,242.0,52.0,176.0,14.0,111.0,74.0,40.0,,"0,08",4.0,0.0,4.0,0.0,,,,,3.0,0.0,2.0,,,29.0,12.0,29.0,,0.0,0.0,0.0,29.0,,100.0,47.0,,76.0,4.0,,1.0,,,32.0,,,,,,,,,,,,,
jhipster-microservices-example,org.jhipster.store.repository,0.0,2.0,19.0,4.0,9.0,6.0,6.0,6.0,0.0,,"0,67",0.0,0.0,0.0,0.0,,,,,1.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,8.0,0.0,,5.0,0.0,,0.0,,,0.0,,,,,,,,,,,,,
jhipster-microservices-example,org.jhipster.store.security,2.0,3.0,117.0,16.0,69.0,32.0,50.0,34.0,26.0,,"0,46",8.0,0.0,6.0,3.0,,,,,3.0,4.0,3.0,,,3.0,0.0,7.0,,0.0,2.0,0.0,5.0,,36.0,32.0,,34.0,4.0,,2.0,,,16.0,,,,,,,,,,,,,
jhipster-microservices-example,org.jhipster.store.security.jwt,2.0,3.0,178.0,35.0,139.0,4.0,95.0,63.0,42.0,,"0,03",10.0,1.0,9.0,0.0,,,,,3.0,0.0,2.0,,,10.0,7.0,10.0,,0.0,1.0,0.0,9.0,,71.0,66.0,,78.0,6.0,,1.0,,,18.0,,,,,,,,,,,,,
jhipster-microservices-example,org.jhipster.store.service,0.0,1.0,4.0,0.0,1.0,3.0,1.0,1.0,0.0,,"3,00",0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,1.0,0.0,,1.0,0.0,,0.0,,,0.0,,,,,,,,,,,,,
jhipster-microservices-example,org.jhipster.store.web,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"0,00",0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,,,0.0,,,,,,,,,,,,,
jhipster-microservices-example,org.jhipster.store.web.rest,1.0,8.0,781.0,126.0,533.0,122.0,353.0,236.0,164.0,,"0,23",11.0,1.0,8.0,2.0,,,,,9.0,5.0,6.0,,,38.0,17.0,43.0,,1.0,1.0,1.0,40.0,,296.0,233.0,,294.0,3.0,,2.0,,,50.0,,,,,,,,,,,,,
jhipster-microservices-example,org.jhipster.store.web.rest.errors,1.0,8.0,445.0,85.0,332.0,28.0,205.0,138.0,74.0,,"0,08",5.0,0.0,5.0,0.0,,,,,10.0,0.0,10.0,,,42.0,15.0,42.0,,0.0,1.0,0.0,41.0,,177.0,114.0,,146.0,3.0,,2.0,,,48.0,,,,,,,,,,,,,
jhipster-microservices-example,org.jhipster.store.web.rest.util,1.0,2.0,89.0,15.0,62.0,12.0,48.0,26.0,26.0,,"0,19",6.0,0.0,5.0,0.0,,,,,2.0,7.0,2.0,,,2.0,0.0,9.0,,0.0,3.0,0.0,6.0,,26.0,29.0,,34.0,4.0,,1.0,,,12.0,,,,,,,,,,,,,
jhipster-microservices-example,org.jhipster.store.web.rest.vm,1.0,2.0,50.0,11.0,32.0,7.0,20.0,13.0,7.0,,"0,22",4.0,0.0,4.0,0.0,,,,,1.0,0.0,0.0,,,7.0,2.0,7.0,,0.0,0.0,0.0,7.0,,14.0,10.0,,12.0,1.0,,0.0,,,7.0,,,,,,,,,,,,,
micro_webshop,de,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"0,00",0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,,,0.0,,,,,,,,,,,,,
micro_webshop,de.hska,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"0,00",0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,,,0.0,,,,,,,,,,,,,
micro_webshop,de.hska.iwi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"0,00",0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,,,0.0,,,,,,,,,,,,,
micro_webshop,de.hska.iwi.oauth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"0,00",0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,,,0.0,,,,,,,,,,,,,
micro_webshop,de.hska.iwi.oauth.server,1.0,1.0,25.0,9.0,13.0,3.0,8.0,7.0,1.0,,"0,23",3.0,0.0,3.0,0.0,,,,,1.0,1.0,0.0,,,0.0,0.0,1.0,,0.0,0.0,0.0,1.0,,10.0,1.0,,6.0,1.0,,0.0,,,1.0,,,,,,,,,,,,,
micro_webshop,de.hska.iwi.oauth.server.config,1.0,3.0,145.0,33.0,99.0,14.0,52.0,43.0,9.0,,"0,14",7.0,0.0,6.0,1.0,,,,,3.0,0.0,0.0,,,9.0,1.0,9.0,,0.0,0.0,3.0,6.0,,61.0,26.0,,40.0,1.0,,0.0,,,9.0,,,,,,,,,,,,,
micro_webshop,de.hska.iwi.oauth.server.controller,1.0,1.0,20.0,4.0,12.0,4.0,8.0,7.0,1.0,,"0,33",5.0,0.0,4.0,1.0,,,,,1.0,0.0,0.0,,,1.0,0.0,1.0,,0.0,0.0,0.0,1.0,,9.0,1.0,,6.0,1.0,,0.0,,,1.0,,,,,,,,,,,,,
micro_webshop,de.hska.iwi.vslab,1.0,1.0,18.0,5.0,13.0,0.0,8.0,8.0,0.0,,"0,00",3.0,0.0,3.0,0.0,,,,,1.0,0.0,0.0,,,1.0,0.0,1.0,,0.0,0.0,0.0,1.0,,11.0,0.0,,6.0,1.0,,0.0,,,1.0,,,,,,,,,,,,,
micro_webshop,de.hska.iwi.vsmlab,1.0,1.0,18.0,5.0,13.0,0.0,8.0,8.0,0.0,,"0,00",3.0,0.0,3.0,0.0,,,,,1.0,0.0,0.0,,,1.0,0.0,1.0,,0.0,0.0,0.0,1.0,,11.0,0.0,,6.0,1.0,,0.0,,,1.0,,,,,,,,,,,,,
micro_webshop,de.hska.iwi.vsys,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"0,00",0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,,,0.0,,,,,,,,,,,,,
micro_webshop,de.hska.iwi.vsys.microlab,1.0,8.0,242.0,45.0,194.0,6.0,133.0,95.0,44.0,,"0,03",4.0,0.0,4.0,0.0,,,,,8.0,4.0,0.0,,,17.0,6.0,21.0,,0.0,0.0,0.0,21.0,,128.0,44.0,,104.0,1.0,,0.0,,,22.0,,,,,,,,,,,,,
micro_webshop,de.hska.iwi.vsys.microlab.api,1.0,6.0,465.0,93.0,367.0,12.0,254.0,144.0,132.0,,"0,03",6.0,0.0,5.0,0.0,,,,,6.0,1.0,0.0,,,52.0,18.0,53.0,,0.0,1.0,0.0,52.0,,179.0,145.0,,178.0,4.0,,3.0,,,70.0,,,,,,,,,,,,,
micro_webshop,de.hska.iwi.vsys.microlab.swagger,1.0,1.0,41.0,7.0,34.0,0.0,14.0,12.0,2.0,,"0,00",11.0,0.0,11.0,0.0,,,,,1.0,0.0,0.0,,,2.0,0.0,2.0,,1.0,0.0,0.0,1.0,,15.0,16.0,,11.0,1.0,,0.0,,,2.0,,,,,,,,,,,,,
micro_webshop,io,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"0,00",0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,,,0.0,,,,,,,,,,,,,
micro_webshop,io.swagger,1.0,3.0,116.0,26.0,90.0,0.0,54.0,42.0,12.0,,"0,00",4.0,0.0,4.0,0.0,,,,,6.0,3.0,3.0,,,6.0,0.0,9.0,,0.0,0.0,0.0,9.0,,60.0,15.0,,36.0,2.0,,1.0,,,12.0,,,,,,,,,,,,,
micro_webshop,io.swagger.api,1.0,22.0,820.0,191.0,595.0,34.0,405.0,281.0,139.0,,"0,06",6.0,0.0,6.0,0.0,,,,,22.0,0.0,15.0,,,67.0,19.0,67.0,,9.0,0.0,0.0,58.0,,373.0,173.0,,316.0,6.0,,1.0,,,79.0,,,,,,,,,,,,,
micro_webshop,io.swagger.configuration,1.0,6.0,171.0,27.0,135.0,9.0,63.0,51.0,12.0,,"0,07",9.0,0.0,9.0,0.0,,,,,6.0,0.0,0.0,,,9.0,0.0,9.0,,3.0,0.0,0.0,6.0,,66.0,54.0,,48.0,1.0,,0.0,,,9.0,,,,,,,,,,,,,
micro_webshop,io.swagger.manager,1.0,4.0,146.0,51.0,94.0,5.0,69.0,50.0,24.0,,"0,05",6.0,1.0,5.0,0.0,,,,,4.0,2.0,4.0,,,18.0,0.0,20.0,,0.0,0.0,0.0,20.0,,59.0,26.0,,53.0,2.0,,1.0,,,12.0,,,,,,,,,,,,,
micro_webshop,io.swagger.model,1.0,7.0,984.0,193.0,642.0,149.0,408.0,199.0,216.0,,"0,23",6.0,0.0,5.0,1.0,,,,,7.0,0.0,0.0,,,103.0,25.0,103.0,,0.0,7.0,0.0,96.0,,284.0,266.0,,277.0,3.0,,1.0,,,124.0,,,,,,,,,,,,,
microservice,com,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"0,00",0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,,,0.0,,,,,,,,,,,,,
microservice,com.ewolff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"0,00",0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,,,0.0,,,,,,,,,,,,,
microservice,com.ewolff.microservice,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"0,00",0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,,,0.0,,,,,,,,,,,,,
microservice,com.ewolff.microservice.catalog,1.0,7.0,294.0,72.0,222.0,1.0,153.0,115.0,50.0,,"0,00",5.0,0.0,5.0,0.0,,,,,8.0,2.0,0.0,,,25.0,9.0,27.0,,2.0,2.0,0.0,23.0,,148.0,54.0,,121.0,1.0,,0.0,,,26.0,,,,,,,,,,,,,
microservice,com.ewolff.microservice.catalog.cdc,1.0,3.0,199.0,43.0,156.0,2.0,108.0,75.0,41.0,,"0,01",5.0,0.0,5.0,0.0,,,,,4.0,0.0,0.0,,,20.0,9.0,20.0,,0.0,1.0,1.0,18.0,,92.0,48.0,,83.0,2.0,,1.0,,,22.0,,,,,,,,,,,,,
microservice,com.ewolff.microservice.catalog.web,1.0,1.0,69.0,14.0,55.0,0.0,35.0,22.0,13.0,,"0,00",4.0,0.0,4.0,0.0,,,,,1.0,0.0,0.0,,,9.0,1.0,9.0,,0.0,0.0,0.0,9.0,,32.0,13.0,,25.0,1.0,,0.0,,,9.0,,,,,,,,,,,,,
microservice,com.ewolff.microservice.customer,1.0,6.0,333.0,79.0,254.0,1.0,172.0,118.0,68.0,,"0,00",5.0,0.0,5.0,0.0,,,,,7.0,2.0,0.0,,,30.0,10.0,32.0,,1.0,2.0,0.0,29.0,,156.0,76.0,,135.0,1.0,,0.0,,,32.0,,,,,,,,,,,,,
microservice,com.ewolff.microservice.customer.cdc,1.0,3.0,263.0,56.0,207.0,2.0,139.0,92.0,59.0,,"0,01",5.0,0.0,5.0,0.0,,,,,4.0,0.0,0.0,,,27.0,12.0,27.0,,0.0,1.0,1.0,25.0,,113.0,75.0,,105.0,3.0,,2.0,,,31.0,,,,,,,,,,,,,
microservice,com.ewolff.microservice.customer.web,1.0,1.0,60.0,13.0,47.0,0.0,31.0,20.0,11.0,,"0,00",5.0,0.0,5.0,0.0,,,,,1.0,0.0,0.0,,,7.0,1.0,7.0,,0.0,0.0,0.0,7.0,,28.0,11.0,,23.0,1.0,,0.0,,,7.0,,,,,,,,,,,,,
microservice,com.ewolff.microservice.eurekaserver,1.0,2.0,52.0,11.0,41.0,2.0,27.0,24.0,6.0,,"0,05",5.0,0.0,5.0,1.0,,,,,2.0,1.0,0.0,,,2.0,2.0,3.0,,0.0,0.0,0.0,3.0,,33.0,9.0,,22.0,1.0,,0.0,,,3.0,,,,,,,,,,,,,
microservice,com.ewolff.microservice.order,1.0,2.0,38.0,8.0,30.0,0.0,19.0,16.0,4.0,,"0,00",4.0,0.0,4.0,0.0,,,,,2.0,2.0,0.0,,,0.0,0.0,2.0,,0.0,0.0,0.0,2.0,,23.0,4.0,,15.0,1.0,,0.0,,,2.0,,,,,,,,,,,,,
microservice,com.ewolff.microservice.order.catalogstub,2.0,1.0,38.0,7.0,31.0,0.0,19.0,15.0,4.0,,"0,00",7.0,0.0,7.0,0.0,,,,,1.0,0.0,0.0,,,2.0,0.0,2.0,,0.0,0.0,0.0,2.0,,20.0,7.0,,15.0,2.0,,1.0,,,3.0,,,,,,,,,,,,,
microservice,com.ewolff.microservice.order.clients,1.0,4.0,404.0,85.0,319.0,4.0,221.0,139.0,94.0,,"0,01",5.0,0.0,5.0,0.0,,,,,6.0,0.0,0.0,,,45.0,22.0,45.0,,0.0,3.0,2.0,40.0,,170.0,111.0,,166.0,3.0,,2.0,,,50.0,,,,,,,,,,,,,
microservice,com.ewolff.microservice.order.customerstub,2.0,1.0,40.0,8.0,32.0,0.0,19.0,15.0,4.0,,"0,00",8.0,1.0,8.0,0.0,,,,,1.0,0.0,0.0,,,2.0,0.0,2.0,,0.0,0.0,0.0,2.0,,20.0,8.0,,15.0,2.0,,1.0,,,3.0,,,,,,,,,,,,,
microservice,com.ewolff.microservice.order.logic,1.0,9.0,526.0,113.0,413.0,1.0,282.0,200.0,101.0,,"0,00",5.0,0.0,5.0,0.0,,,,,10.0,0.0,0.0,,,49.0,22.0,49.0,,0.0,3.0,0.0,46.0,,257.0,114.0,,221.0,3.0,,1.0,,,56.0,,,,,,,,,,,,,
microservice,com.ewolff.microservice.turbine,1.0,1.0,19.0,4.0,15.0,0.0,9.0,8.0,1.0,,"0,00",3.0,0.0,3.0,0.0,,,,,1.0,1.0,0.0,,,0.0,0.0,1.0,,0.0,0.0,0.0,1.0,,12.0,1.0,,7.0,1.0,,0.0,,,1.0,,,,,,,,,,,,,
microservice,com.ewolff.microservice.zuulserver,1.0,1.0,15.0,4.0,11.0,0.0,7.0,6.0,1.0,,"0,00",3.0,0.0,3.0,0.0,,,,,1.0,1.0,0.0,,,0.0,0.0,1.0,,0.0,0.0,0.0,1.0,,8.0,1.0,,5.0,1.0,,0.0,,,1.0,,,,,,,,,,,,,
microservice-consul,com,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"0,00",0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,,,0.0,,,,,,,,,,,,,
microservice-consul,com.ewolff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"0,00",0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,,,0.0,,,,,,,,,,,,,
microservice-consul,com.ewolff.microservice,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"0,00",0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,,,0.0,,,,,,,,,,,,,
microservice-consul,com.ewolff.microservice.catalog,1.0,7.0,295.0,72.0,223.0,1.0,151.0,113.0,50.0,,"0,00",5.0,0.0,5.0,0.0,,,,,8.0,2.0,0.0,,,25.0,9.0,27.0,,2.0,2.0,0.0,23.0,,149.0,56.0,,119.0,1.0,,0.0,,,26.0,,,,,,,,,,,,,
microservice-consul,com.ewolff.microservice.catalog.cdc,1.0,3.0,197.0,44.0,153.0,2.0,107.0,74.0,41.0,,"0,01",5.0,0.0,5.0,0.0,,,,,4.0,0.0,0.0,,,20.0,9.0,20.0,,0.0,1.0,1.0,18.0,,89.0,47.0,,82.0,2.0,,1.0,,,22.0,,,,,,,,,,,,,
microservice-consul,com.ewolff.microservice.catalog.web,1.0,1.0,70.0,14.0,56.0,0.0,35.0,22.0,13.0,,"0,00",5.0,0.0,5.0,0.0,,,,,1.0,0.0,0.0,,,9.0,1.0,9.0,,0.0,0.0,0.0,9.0,,32.0,14.0,,25.0,1.0,,0.0,,,9.0,,,,,,,,,,,,,
microservice-consul,com.ewolff.microservice.customer,1.0,6.0,340.0,79.0,261.0,1.0,171.0,117.0,68.0,,"0,00",6.0,0.0,5.0,0.0,,,,,7.0,2.0,0.0,,,30.0,10.0,32.0,,1.0,2.0,0.0,29.0,,161.0,83.0,,134.0,1.0,,0.0,,,32.0,,,,,,,,,,,,,
microservice-consul,com.ewolff.microservice.customer.cdc,1.0,3.0,265.0,56.0,209.0,2.0,138.0,91.0,59.0,,"0,01",6.0,0.0,5.0,0.0,,,,,4.0,0.0,0.0,,,27.0,12.0,27.0,,0.0,1.0,1.0,25.0,,112.0,78.0,,104.0,3.0,,2.0,,,31.0,,,,,,,,,,,,,
microservice-consul,com.ewolff.microservice.customer.web,1.0,1.0,63.0,13.0,50.0,0.0,31.0,20.0,11.0,,"0,00",5.0,0.0,5.0,0.0,,,,,1.0,0.0,0.0,,,7.0,1.0,7.0,,0.0,0.0,0.0,7.0,,29.0,13.0,,23.0,1.0,,0.0,,,7.0,,,,,,,,,,,,,
microservice-consul,com.ewolff.microservice.order,1.0,2.0,41.0,9.0,32.0,0.0,21.0,17.0,5.0,,"0,00",4.0,0.0,4.0,0.0,,,,,2.0,2.0,0.0,,,1.0,0.0,3.0,,0.0,0.0,0.0,3.0,,23.0,5.0,,16.0,1.0,,0.0,,,3.0,,,,,,,,,,,,,
microservice-consul,com.ewolff.microservice.order.catalogstub,2.0,1.0,38.0,7.0,31.0,0.0,19.0,15.0,4.0,,"0,00",7.0,0.0,7.0,0.0,,,,,1.0,0.0,0.0,,,2.0,0.0,2.0,,0.0,0.0,0.0,2.0,,20.0,7.0,,15.0,2.0,,1.0,,,3.0,,,,,,,,,,,,,
microservice-consul,com.ewolff.microservice.order.clients,1.0,4.0,371.0,83.0,288.0,4.0,211.0,133.0,90.0,,"0,01",5.0,0.0,5.0,0.0,,,,,6.0,0.0,0.0,,,42.0,21.0,42.0,,0.0,2.0,2.0,38.0,,155.0,95.0,,159.0,3.0,,2.0,,,46.0,,,,,,,,,,,,,
microservice-consul,com.ewolff.microservice.order.customerstub,2.0,1.0,40.0,8.0,32.0,0.0,19.0,15.0,4.0,,"0,00",8.0,1.0,8.0,0.0,,,,,1.0,0.0,0.0,,,2.0,0.0,2.0,,0.0,0.0,0.0,2.0,,20.0,8.0,,15.0,2.0,,1.0,,,3.0,,,,,,,,,,,,,
microservice-consul,com.ewolff.microservice.order.logic,1.0,9.0,525.0,110.0,415.0,1.0,273.0,191.0,100.0,,"0,00",5.0,0.0,5.0,0.0,,,,,10.0,0.0,0.0,,,48.0,22.0,48.0,,0.0,3.0,0.0,45.0,,250.0,125.0,,213.0,3.0,,1.0,,,55.0,,,,,,,,,,,,,
microservice-kafka,(Unnamed_Package),4.0,1.0,117.0,10.0,76.0,32.0,54.0,24.0,38.0,,"0,42",24.0,1.0,22.0,1.0,,,,,2.0,2.0,5.0,,,1.0,0.0,3.0,,0.0,1.0,1.0,1.0,,26.0,54.0,,42.0,8.0,,3.0,,,11.0,,,,,,,,,,,,,
microservice-kafka,com,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"0,00",0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,,,0.0,,,,,,,,,,,,,
microservice-kafka,com.ewolff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"0,00",0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,,,0.0,,,,,,,,,,,,,
microservice-kafka,com.ewolff.microservice,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"0,00",0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,,,0.0,,,,,,,,,,,,,
