MS_system,Name,AvgCyclomatic,CountDeclFile,CountLine,CountLineBlank,CountLineCode,CountLineComment,CountStmt,CountStmtDecl,CountStmtExe,Cyclomatic,RatioCommentToCode,AvgCountLine,AvgCountLineBlank,AvgCountLineCode,AvgCountLineComment,CountClassBase,CountClassCoupled,CountClassCoupledModified,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclExecutableUnit,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodAll,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountInput,CountLineCodeDecl,CountLineCodeExe,CountOutput,CountSemicolon,MaxCyclomatic,MaxInheritanceTree,MaxNesting,PercentLackOfCohesion,PercentLackOfCohesionModified,SumCyclomatic,CountDeclInstanceVariablePrivate,CountDeclInstanceVariableProtected,CountDeclInstanceVariablePublic,CountCCViol,CountCCViolType,CCViolDensityLine,CCViolDensityCode,CountDeclMethodStrictPrivate,CountDeclMethodStrictPublished,CountDeclModule,CountDeclProperty,CountDeclSubprogram,CountLineInactive
blog-microservices,se.callista.microservices.composite.product.service,1.0,3.0,473.0,93.0,290.0,93.0,222.0,132.0,119.0,,"0,32",10.0,1.0,8.0,1.0,,,,,6.0,0.0,5.0,,,24.0,9.0,24.0,,0.0,9.0,0.0,15.0,,146.0,150.0,,184.0,3.0,,2.0,,,41.0,,,,,,,,,,,,,
blog-microservices,se.callista.microservices.core,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"0,00",0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,,,0.0,,,,,,,,,,,,,
blog-microservices,se.callista.microservices.core.product,1.0,2.0,54.0,12.0,40.0,2.0,26.0,23.0,5.0,,"0,05",3.0,1.0,3.0,0.0,,,,,2.0,1.0,1.0,,,1.0,0.0,2.0,,0.0,0.0,0.0,2.0,,32.0,5.0,,22.0,1.0,,0.0,,,3.0,,,,,,,,,,,,,
blog-microservices,se.callista.microservices.core.product.service,1.0,1.0,86.0,16.0,53.0,17.0,38.0,25.0,15.0,,"0,32",12.0,2.0,7.0,4.0,,,,,1.0,0.0,1.0,,,4.0,3.0,4.0,,0.0,1.0,0.0,3.0,,33.0,16.0,,32.0,2.0,,1.0,,,5.0,,,,,,,,,,,,,
blog-microservices,se.callista.microservices.core.recommendation,1.0,2.0,53.0,12.0,39.0,2.0,25.0,22.0,5.0,,"0,05",3.0,1.0,3.0,0.0,,,,,2.0,1.0,1.0,,,1.0,0.0,2.0,,0.0,0.0,0.0,2.0,,31.0,5.0,,21.0,1.0,,0.0,,,3.0,,,,,,,,,,,,,
blog-microservices,se.callista.microservices.core.recommendation.service,1.0,1.0,104.0,20.0,59.0,25.0,43.0,27.0,19.0,,"0,42",14.0,2.0,9.0,4.0,,,,,1.0,0.0,1.0,,,4.0,3.0,4.0,,0.0,1.0,0.0,3.0,,36.0,20.0,,37.0,2.0,,1.0,,,5.0,,,,,,,,,,,,,
blog-microservices,se.callista.microservices.core.review,1.0,2.0,64.0,12.0,50.0,2.0,30.0,27.0,5.0,,"0,04",3.0,1.0,3.0,0.0,,,,,2.0,1.0,1.0,,,1.0,0.0,2.0,,0.0,0.0,0.0,2.0,,42.0,5.0,,26.0,1.0,,0.0,,,3.0,,,,,,,,,,,,,
blog-microservices,se.callista.microservices.core.review.service,1.0,1.0,112.0,22.0,65.0,25.0,47.0,29.0,21.0,,"0,38",16.0,3.0,10.0,4.0,,,,,1.0,0.0,1.0,,,4.0,4.0,4.0,,0.0,1.0,0.0,3.0,,40.0,22.0,,41.0,2.0,,1.0,,,5.0,,,,,,,,,,,,,
blog-microservices,se.callista.microservices.model,1.0,3.0,187.0,38.0,140.0,9.0,102.0,57.0,45.0,,"0,06",3.0,0.0,3.0,0.0,,,,,3.0,0.0,0.0,,,35.0,16.0,35.0,,0.0,0.0,0.0,35.0,,57.0,45.0,,64.0,1.0,,0.0,,,35.0,,,,,,,,,,,,,
blog-microservices,se.callista.microservices.util,2.0,5.0,315.0,68.0,212.0,35.0,149.0,86.0,78.0,,"0,17",11.0,1.0,8.0,1.0,,,,,5.0,0.0,3.0,,,19.0,7.0,19.0,,0.0,0.0,1.0,18.0,,102.0,87.0,,113.0,4.0,,2.0,,,30.0,,,,,,,,,,,,,
blog-microservices,se.callista.microservises,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"0,00",0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,,,0.0,,,,,,,,,,,,,
blog-microservices,se.callista.microservises.support,1.0,2.0,46.0,9.0,36.0,1.0,25.0,24.0,3.0,,"0,03",4.0,1.0,4.0,0.0,,,,,2.0,1.0,1.0,,,1.0,0.0,2.0,,0.0,0.0,0.0,2.0,,31.0,3.0,,21.0,1.0,,0.0,,,2.0,,,,,,,,,,,,,
blog-microservices,se.callista.microservises.support.discovery,1.0,2.0,60.0,12.0,48.0,2.0,30.0,27.0,5.0,,"0,04",5.0,0.0,5.0,1.0,,,,,2.0,1.0,0.0,,,2.0,1.0,3.0,,0.0,0.0,0.0,3.0,,40.0,6.0,,25.0,1.0,,0.0,,,3.0,,,,,,,,,,,,,
blog-microservices,se.callista.microservises.support.edge,1.0,1.0,48.0,9.0,37.0,2.0,27.0,18.0,11.0,,"0,05",6.0,1.0,5.0,0.0,,,,,1.0,1.0,1.0,,,1.0,0.0,2.0,,0.0,0.0,0.0,2.0,,24.0,12.0,,24.0,1.0,,0.0,,,3.0,,,,,,,,,,,,,
blog-microservices,se.callista.microservises.support.monitordashboard,1.0,1.0,40.0,8.0,31.0,1.0,20.0,15.0,6.0,,"0,03",3.0,0.0,3.0,0.0,,,,,1.0,1.0,1.0,,,2.0,0.0,3.0,,0.0,0.0,1.0,2.0,,21.0,6.0,,16.0,1.0,,0.0,,,4.0,,,,,,,,,,,,,
blog-microservices,se.callista.microservises.support.oauth,1.0,2.0,97.0,16.0,80.0,4.0,52.0,42.0,18.0,,"0,05",6.0,0.0,6.0,1.0,,,,,2.0,1.0,1.0,,,4.0,2.0,5.0,,0.0,0.0,0.0,5.0,,62.0,21.0,,45.0,1.0,,0.0,,,6.0,,,,,,,,,,,,,
