source,A,CCRC,Ca,Ce,NOC,NOI,PkgRCi,PkgTCi,TLOC,Aa,Ad,Ai,Ait,Ao,Av,ClRCi,ClTCi,DIT,HMd,HMi,MHF,MIF,Ma,Md,Mi,Mit,Mo,NF,NM,NMA,NMI,NOA,NOCh,NOD,NOL,NOPa,NORM,NPF,NPM,NSF,NSM,PMR,PMd,PMi,RTLOC,SIX,WMC,Ci,Di,Fin,Fout,IOVars,MCLC,NBD,NCOMP,NOP,NVAR,Si,VG,DMS,I,AHF,AIF,LCOM*,NMIR,PF
pl.piomin.services.organization.model.Organization.public void setName(String name),,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,,,,,,,
pl.piomin.services.organization.repository.OrganizationRepository,,,,,,,,,14.0,1.0,1.0,0.0,0.0,0.0,0.0,1.666666667,5.0,1.0,0.0,0.0,1.0,0.0,3.0,3.0,0.0,0.0,0.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,3.0,0.0,22.0,0.0,3.0,,,,,,,,,,,,,,,0.0,0.0,0.0,,
pl.piomin.services.organization.repository.OrganizationRepository.public List<Organization> findAll(),,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,,,,,,
pl.piomin.services.organization.repository.OrganizationRepository.public Organization add(Organization organization),,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,,,,,,,
pl.piomin.services.organization.repository.OrganizationRepository.public Organization findById(Long id),,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,,,,,,,
pl.piomin.services.employee.EmployeeAppTests,,,,,,,,,29.0,1.0,1.0,0.0,0.0,0.0,1.0,2.6,13.0,1.0,5.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,1.0,5.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,0.0,5.0,,,,,,,,,,,,,,,1.0,0.0,0.0,,
pl.piomin.services.employee.EmployeeAppTests.void add(),,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,1.0,,,,,,,
pl.piomin.services.employee.EmployeeAppTests.void findAll(),,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,,,,,,,
pl.piomin.services.employee.EmployeeAppTests.void findByDepartment(),,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,,,,,,,
pl.piomin.services.employee.EmployeeAppTests.void findById(),,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0,1.0,,,,,,,
pl.piomin.services.employee.EmployeeAppTests.void findByOrganization(),,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,,,,,,,
pl.piomin.services.employee.EmployeeApplication,,,,,,,,,19.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,0.5,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.5,1.0,0.0,27.0,0.0,2.0,,,,,,,,,,,,,,,,,,,
pl.piomin.services.employee.EmployeeApplication.EmployeeRepository repository(),,,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,,,,,,
pl.piomin.services.employee.EmployeeApplication.public static void main(String[] args),,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,,,,,,,
pl.piomin.services.employee.EmployeeRepositoryTest,,,,,,,,,29.0,1.0,1.0,0.0,0.0,0.0,0.0,1.6,8.0,1.0,5.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,1.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,47.0,0.0,5.0,,,,,,,,,,,,,,,0.0,0.0,0.0,,
pl.piomin.services.employee.EmployeeRepositoryTest.void testAddEmployee(),,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,,,,,,,
pl.piomin.services.employee.EmployeeRepositoryTest.void testFindAll(),,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0,0.0,2.0,0.0,2.0,1.0,2.0,0.0,0.0,4.0,1.0,,,,,,,
pl.piomin.services.employee.EmployeeRepositoryTest.void testFindByDepartment(),,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,1.0,0.0,2.0,1.0,2.0,0.0,0.0,1.0,1.0,,,,,,,
pl.piomin.services.employee.EmployeeRepositoryTest.void testFindById(),,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,,,,,,,
pl.piomin.services.employee.EmployeeRepositoryTest.void testFindByOrganization(),,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,1.0,0.0,2.0,1.0,2.0,0.0,0.0,1.0,1.0,,,,,,,
pl.piomin.services.employee.controller.EmployeeController,,,,,,,,,24.0,2.0,2.0,0.0,0.0,0.0,1.0,1.9,9.5,1.0,0.0,0.0,1.0,0.0,5.0,5.0,0.0,0.0,0.0,2.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,5.0,1.0,0.0,1.0,5.0,0.0,39.0,0.0,5.0,,,,,,,,,,,,,,,0.5,0.0,0.0,,
pl.piomin.services.employee.controller.EmployeeController.public Employee add(@RequestBody Employee employee),,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,,,,,,,
"pl.piomin.services.employee.controller.EmployeeController.public Employee findById(@PathVariable(""id"") Long id)",,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,,,,,,,
pl.piomin.services.employee.controller.EmployeeController.public List<Employee> findAll(),,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,0.5,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,,,,,,,
"pl.piomin.services.employee.controller.EmployeeController.public List<Employee> findByDepartment(@PathVariable(""departmentId"") Long departmentId)",,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,,,,,,,
"pl.piomin.services.employee.controller.EmployeeController.public List<Employee> findByOrganization(@PathVariable(""organizationId"") Long organizationId)",,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,,,,,,,
pl.piomin.services.employee.model.Employee,,,,,,,,,56.0,6.0,6.0,0.0,0.0,0.0,0.0,1.333333333,20.0,1.0,0.0,0.0,1.0,0.0,15.0,15.0,0.0,0.0,0.0,6.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,1.0,15.0,0.0,76.0,0.0,15.0,,,,,,,,,,,,,,,0.0,0.0,0.80952381,,
pl.piomin.services.employee.model.Employee.public Employee Employee(),,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,,,,,,
"pl.piomin.services.employee.model.Employee.public Employee Employee(Long organizationId, Long departmentId, String name, int age, String position)",,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,6.0,0.0,0.0,6.0,0.0,1.0,0.0,5.0,0.0,0.0,1.0,,,,,,,
pl.piomin.services.employee.model.Employee.public Long getDepartmentId(),,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,,,,,,
pl.piomin.services.employee.model.Employee.public Long getId(),,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,9.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,,,,,,
pl.piomin.services.employee.model.Employee.public Long getOrganizationId(),,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,,,,,,
pl.piomin.services.employee.model.Employee.public String getName(),,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,,,,,,
pl.piomin.services.employee.model.Employee.public String getPosition(),,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,,,,,,
pl.piomin.services.employee.model.Employee.public String toString(),,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,1.0,10.0,1.0,10.0,0.0,0.0,0.0,1.0,,,,,,,
pl.piomin.services.employee.model.Employee.public int getAge(),,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,,,,,,
pl.piomin.services.employee.model.Employee.public void setAge(int age),,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,,,,,,,
pl.piomin.services.employee.model.Employee.public void setDepartmentId(Long departmentId),,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,,,,,,,
pl.piomin.services.employee.model.Employee.public void setId(Long id),,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,,,,,,,
pl.piomin.services.employee.model.Employee.public void setName(String name),,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,,,,,,,
pl.piomin.services.employee.model.Employee.public void setOrganizationId(Long organizationId),,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,,,,,,,
pl.piomin.services.employee.model.Employee.public void setPosition(String position),,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,,,,,,,
pl.piomin.services.employee.repository.EmployeeRepository,,,,,,,,,20.0,1.0,1.0,0.0,0.0,0.0,0.0,1.8,9.0,1.0,0.0,0.0,1.0,0.0,5.0,5.0,0.0,0.0,0.0,1.0,5.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,5.0,0.0,34.0,0.0,5.0,,,,,,,,,,,,,,,0.0,0.0,0.0,,
pl.piomin.services.employee.repository.EmployeeRepository.public Employee add(Employee employee),,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,,,,,,,
pl.piomin.services.employee.repository.EmployeeRepository.public Employee findById(Long id),,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,,,,,,,
pl.piomin.services.employee.repository.EmployeeRepository.public List<Employee> findAll(),,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,,,,,,
pl.piomin.services.employee.repository.EmployeeRepository.public List<Employee> findByDepartment(Long departmentId),,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,,,,,,,
pl.piomin.services.employee.repository.EmployeeRepository.public List<Employee> findByOrganization(Long organizationId),,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,,,,,,,
pl.piomin.services.department.DepartmentAppTests,,,,,,,,,31.0,2.0,2.0,0.0,0.0,0.0,2.0,2.6,13.0,1.0,5.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,2.0,5.0,5.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,5.0,,,,,,,,,,,,,,,1.0,0.0,0.5,,
pl.piomin.services.department.DepartmentAppTests.void add(),,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,1.0,,,,,,,
pl.piomin.services.department.DepartmentAppTests.void findAll(),,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,,,,,,,
pl.piomin.services.department.DepartmentAppTests.void findById(),,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0,1.0,,,,,,,
pl.piomin.services.department.DepartmentAppTests.void findByOrganization(),,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,,,,,,,
pl.piomin.services.department.DepartmentAppTests.void findByOrganizationWithEmployees(),,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,,,,,,,
pl.piomin.services.department.DepartmentApplication,,,,,,,,,13.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,0.5,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.5,1.0,0.0,22.0,0.0,2.0,,,,,,,,,,,,,,,,,,,
pl.piomin.services.department.DepartmentApplication.DepartmentRepository repository(),,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,,,,,,
pl.piomin.services.department.DepartmentApplication.public static void main(String[] args),,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,,,,,,,
pl.piomin.services.department.DepartmentRepositoryTest,,,,,,,,,24.0,1.0,1.0,0.0,0.0,0.0,0.0,1.75,7.0,1.0,4.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,1.0,4.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,39.0,0.0,4.0,,,,,,,,,,,,,,,0.0,0.0,0.0,,
pl.piomin.services.department.DepartmentRepositoryTest.void testAddDepartment(),,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,,,,,,,
pl.piomin.services.department.DepartmentRepositoryTest.void testFindAll(),,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0,0.0,2.0,0.0,2.0,1.0,2.0,0.0,0.0,4.0,1.0,,,,,,,
pl.piomin.services.department.DepartmentRepositoryTest.void testFindById(),,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,,,,,,,
pl.piomin.services.department.DepartmentRepositoryTest.void testFindByOrganization(),,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,1.0,0.0,2.0,1.0,2.0,0.0,0.0,1.0,1.0,,,,,,,
pl.piomin.services.department.client.EmployeeClient,,,,,,,,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,7.0,0.0,1.0,,,,,,,,,,,,,,,,,,,
"pl.piomin.services.department.client.EmployeeClient.List<Employee> findByDepartment(@PathVariable(""departmentId"") Long departmentId)",,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,,,,,,,
pl.piomin.services.department.controller.DepartmentController,,,,,,,,,31.0,3.0,3.0,0.0,0.0,0.0,2.0,2.083333333,12.5,1.0,0.0,0.0,1.0,0.0,6.0,6.0,0.0,0.0,0.0,3.0,6.0,6.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,5.0,1.0,0.0,1.0,6.0,0.0,46.0,0.0,6.0,,,,,,,,,,,,,,,0.666666667,0.0,0.333333333,,
pl.piomin.services.department.controller.DepartmentController.public Department add(@RequestBody Department department),,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,,,,,,,
"pl.piomin.services.department.controller.DepartmentController.public Department findById(@PathVariable(""id"") Long id)",,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,,,,,,,
"pl.piomin.services.department.controller.DepartmentController.public DepartmentController DepartmentController(DepartmentRepository repository, EmployeeClient employeeClient)",,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,0.0,0.0,3.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,,,,,,,
pl.piomin.services.department.controller.DepartmentController.public List<Department> findAll(),,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,0.5,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,,,,,,,
"pl.piomin.services.department.controller.DepartmentController.public List<Department> findByOrganization(@PathVariable(""organizationId"") Long organizationId)",,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,,,,,,,
"pl.piomin.services.department.controller.DepartmentController.public List<Department> findByOrganizationWithEmployees(@PathVariable(""organizationId"") Long organizationId)",,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,,,,,,,
pl.piomin.services.department.model.Department,,,,,,,,,40.0,4.0,4.0,0.0,0.0,0.0,0.0,1.181818182,13.0,1.0,0.0,0.0,1.0,0.0,11.0,11.0,0.0,0.0,0.0,4.0,11.0,11.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,1.0,11.0,0.0,55.0,0.0,11.0,,,,,,,,,,,,,,,0.0,0.0,0.775,,
pl.piomin.services.department.model.Department.public Department Department(),,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,,,,,,
"pl.piomin.services.department.model.Department.public Department Department(Long organizationId, String name)",,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,0.0,0.0,3.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,,,,,,,
pl.piomin.services.department.model.Department.public List<Employee> getEmployees(),,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,,,,,,
pl.piomin.services.department.model.Department.public Long getId(),,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,9.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,,,,,,
pl.piomin.services.department.model.Department.public Long getOrganizationId(),,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,,,,,,
pl.piomin.services.department.model.Department.public String getName(),,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,,,,,,
pl.piomin.services.department.model.Department.public String toString(),,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,1.0,6.0,1.0,6.0,0.0,0.0,0.0,1.0,,,,,,,
pl.piomin.services.department.model.Department.public void setEmployees(List<Employee> employees),,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,,,,,,,
pl.piomin.services.department.model.Department.public void setId(Long id),,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,,,,,,,
pl.piomin.services.department.model.Department.public void setName(String name),,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,,,,,,,
pl.piomin.services.department.model.Department.public void setOrganizationId(Long organizationId),,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,,,,,,,
pl.piomin.services.department.model.Employee,,,,,,,,,40.0,4.0,4.0,0.0,0.0,0.0,0.0,1.272727273,14.0,1.0,0.0,0.0,1.0,0.0,11.0,11.0,0.0,0.0,0.0,4.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,1.0,11.0,0.0,55.0,0.0,11.0,,,,,,,,,,,,,,,0.0,0.0,0.75,,
pl.piomin.services.department.model.Employee.public Employee Employee(),,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,,,,,,
"pl.piomin.services.department.model.Employee.public Employee Employee(String name, int age, String position)",,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,4.0,0.0,0.0,4.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0,,,,,,,
pl.piomin.services.department.model.Employee.public Long getId(),,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,,,,,,
pl.piomin.services.department.model.Employee.public String getName(),,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,,,,,,
pl.piomin.services.department.model.Employee.public String getPosition(),,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,,,,,,
pl.piomin.services.department.model.Employee.public String toString(),,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,1.0,6.0,1.0,6.0,0.0,0.0,0.0,1.0,,,,,,,
pl.piomin.services.department.model.Employee.public int getAge(),,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,,,,,,
