source,A,CCRC,Ca,Ce,NOC,NOI,PkgRCi,PkgTCi,TLOC,Aa,Ad,Ai,Ait,Ao,Av,ClRCi,ClTCi,DIT,HMd,HMi,MHF,MIF,Ma,Md,Mi,Mit,Mo,NF,NM,NMA,NMI,NOA,NOCh,NOD,NOL,NOPa,NORM,NPF,NPM,NSF,NSM,PMR,PMd,PMi,RTLOC,SIX,WMC,Ci,Di,Fin,Fout,IOVars,MCLC,NBD,NCOMP,NOP,NVAR,Si,VG,DMS,I,AHF,AIF,LCOM*,NMIR,PF
com.apssouza.controllers.UserController.public List<Todo> todos(OAuth2Authentication auth),,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,,,,,,,
com.apssouza.controllers.UserController.public List<User> all(),,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,0.5,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,,,,,,,
com.apssouza.controllers.UserController.public Todo create(@RequestBody Todo todo),,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,,,,,,,
com.apssouza.controllers.UserController.public User me(OAuth2Authentication auth),,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,,,,,,,
com.apssouza.pojos.Todo,,,,,,,,,37.0,5.0,5.0,0.0,0.0,0.0,0.0,1.0,10.0,1.0,0.0,0.0,1.0,0.0,10.0,10.0,0.0,0.0,0.0,5.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,1.0,10.0,0.0,53.0,0.0,10.0,,,,,,,,,,,,,,,0.0,0.0,0.888888889,,
com.apssouza.pojos.Todo.public String getCaption(),,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,,,,,,
com.apssouza.pojos.Todo.public String getDescription(),,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,,,,,,
com.apssouza.pojos.Todo.public String getUserEmail(),,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,,,,,,
com.apssouza.pojos.Todo.public int getPriority(),,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,,,,,,
com.apssouza.pojos.Todo.public long getId(),,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,,,,,,
com.apssouza.pojos.Todo.public void setCaption(String caption),,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,,,,,,,
com.apssouza.pojos.Todo.public void setDescription(String description),,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,,,,,,,
com.apssouza.pojos.Todo.public void setId(long id),,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,,,,,,,
com.apssouza.pojos.Todo.public void setPriority(int priority),,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,,,,,,,
com.apssouza.pojos.Todo.public void setUserEmail(String userEmail),,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,,,,,,,
com.apssouza.pojos.User.public String getName(),,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,,,,,,
"com.apssouza.pojos.User.public User User(String name, String email, long authId)",,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,4.0,0.0,0.0,4.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0,,,,,,,
com.apssouza.pojos.User.public long getAuthId(),,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,,,,,,
com.apssouza.pojos.User.public void setAuthId(long authId),,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,,,,,,,
com.apssouza.pojos.User.public void setName(String name),,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,,,,,,,
com.apssouza.services.TodoService,,,,,,,,,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.666666667,5.0,1.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,,0.0,0.0,8.0,0.0,3.0,,,,,,,,,,,,,,,,,,,
com.apssouza.services.TodoService.Todo createTodo(Todo todo),,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,,,,,,,
com.apssouza.services.TodoService.public List<Todo> getTodoByUserEmaill(String email),,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,,,,,,,
com.apssouza.services.TodoService.public List<User> getAll(),,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,,,,,,
com.apssouza.services.TodoServiceImpl,,,,,,,,,15.0,1.0,1.0,0.0,0.0,0.0,1.0,1.875,7.5,2.0,0.0,0.0,1.0,0.0,4.0,4.0,0.0,0.0,0.0,1.0,4.0,1.0,0.0,1.0,0.0,0.0,4.0,1.0,3.0,0.0,4.0,0.0,0.0,1.0,4.0,0.0,26.0,1.5,4.0,,,,,,,,,,,,,,,1.0,0.0,0.333333333,,
com.apssouza.services.TodoServiceImpl.public List<Todo> getFallbackTodos(String email),,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,,,,,,,
com.apssouza.services.TodoServiceImpl.public List<Todo> getTodoByUserEmaill(String email),,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,,,,,,,
com.apssouza.services.TodoServiceImpl.public List<User> getAll(),,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,0.5,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,,,,,,,
com.apssouza.services.TodoServiceImpl.public Todo createTodo(Todo todo),,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,,,,,,,
com.apssouza.services.UserService.List<User> getAll(),,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,,,,,,
com.apssouza.services.UserService.Todo createUser(User user),,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,,,,,,,
com.apssouza.services.UserServiceImpl.public List<User> getAll(),,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,0.5,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,,,,,,,
com.apssouza.services.UserServiceImpl.public Todo createUser(User user),,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,,,,,,,
com.apssouza.discovery.Application,,,,,,,,,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,8.0,0.0,1.0,,,,,,,,,,,,,,,,,,,
com.apssouza.discovery.Application.public static void main(String[] args),,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,,,,,,,
com.apssouza.config.Application,,,,,,,,,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,8.0,0.0,1.0,,,,,,,,,,,,,,,,,,,
com.apssouza.config.Application.public static void main(String[] args),,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,,,,,,,
demo.OutOfContainerTest,,,,,,,,,10.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,28.0,0.0,2.0,,,,,,,,,,,,,,,1.0,0.0,0.5,,
demo.OutOfContainerTest.public void propertyLoadTest() throws Exception,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,,,,,,
demo.OutOfContainerTest.public void setup(),,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,,,,,,
com.ewolff.microservice.customer.Customer,,,,,,,,,65.0,6.0,6.0,0.0,0.0,0.0,0.0,1.352941176,23.0,1.0,0.0,0.0,1.0,0.0,17.0,17.0,0.0,0.0,0.0,6.0,15.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,1.0,17.0,0.0,103.0,0.0,17.0,,,,,,,,,,,,,,,0.0,0.0,0.875,,
com.ewolff.microservice.customer.Customer.public Customer Customer(),,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,,,,,,
"com.ewolff.microservice.customer.Customer.public Customer Customer(String firstname, String name, String email, String street, String city)",,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,6.0,0.0,0.0,6.0,0.0,1.0,0.0,5.0,0.0,0.0,1.0,,,,,,,
com.ewolff.microservice.customer.Customer.public Long getId(),,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,,,,,,
com.ewolff.microservice.customer.Customer.public String getCity(),,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,,,,,,
com.ewolff.microservice.customer.Customer.public String getEmail(),,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,,,,,,
com.ewolff.microservice.customer.Customer.public String getFirstname(),,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,,,,,,
com.ewolff.microservice.customer.Customer.public String getName(),,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,,,,,,
com.ewolff.microservice.customer.Customer.public String getStreet(),,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,,,,,,
com.ewolff.microservice.customer.Customer.public String toString(),,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,,,,,,
com.ewolff.microservice.customer.Customer.public boolean equals(Object obj),,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,,,,,,,
com.ewolff.microservice.customer.Customer.public int hashCode(),,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,,,,,,
com.ewolff.microservice.customer.Customer.public void setCity(String city),,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,,,,,,,
com.ewolff.microservice.customer.Customer.public void setEmail(String email),,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,,,,,,,
com.ewolff.microservice.customer.Customer.public void setFirstname(String firstname),,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,,,,,,,
com.ewolff.microservice.customer.Customer.public void setId(Long id),,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,,,,,,,
com.ewolff.microservice.customer.Customer.public void setName(String name),,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,,,,,,,
com.ewolff.microservice.customer.Customer.public void setStreet(String street),,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,,,,,,,
com.ewolff.microservice.customer.CustomerApp,,,,,,,,,13.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,3.0,3.0,0.0,0.0,0.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,3.0,0.0,26.0,0.0,3.0,,,,,,,,,,,,,,,0.0,0.0,0.5,,
com.ewolff.microservice.customer.CustomerApp.public CustomerApp CustomerApp(CustomerRepository customerRepository),,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,,,,,,,
com.ewolff.microservice.customer.CustomerApp.public static void main(String[] args),,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,,,,,,,
com.ewolff.microservice.customer.CustomerApp.public void generateTestData(),,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,,,,,,
com.ewolff.microservice.customer.CustomerRepository,,,,,,,,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,7.0,0.0,1.0,,,,,,,,,,,,,,,,,,,
"com.ewolff.microservice.customer.CustomerRepository.List<Customer> findByName(@Param(""name"") String name)",,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,,,,,,,
com.ewolff.microservice.customer.CustomerTestApp,,,,,,,,,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,12.0,0.0,1.0,,,,,,,,,,,,,,,,,,,
com.ewolff.microservice.customer.CustomerTestApp.public static void main(String[] args),,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,,,,,,,
com.ewolff.microservice.customer.CustomerWebIntegrationTest,,,,,,,,,57.0,3.0,3.0,0.0,0.0,0.0,0.0,3.0,24.0,1.0,2.0,0.0,0.75,0.0,8.0,8.0,0.0,0.0,0.0,3.0,8.0,8.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,6.0,0.0,0.0,0.75,6.0,0.0,97.0,0.0,8.0,,,,,,,,,,,,,,,0.0,0.0,0.666666667,,
com.ewolff.microservice.customer.CustomerWebIntegrationTest.private String customerURL(),,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,6.0,0.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0,1.0,,,,,,,
"com.ewolff.microservice.customer.CustomerWebIntegrationTest.private T getForMediaType(Class<T> value, MediaType mediaType, String url)",,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,4.0,0.0,0.0,4.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0,,,,,,,
com.ewolff.microservice.customer.CustomerWebIntegrationTest.public void IsCustomerFormDisplayed(),,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,,,,,,,
com.ewolff.microservice.customer.CustomerWebIntegrationTest.public void IsCustomerListReturned(),,,,,,,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,0.0,0.0,3.0,0.0,2.0,1.0,2.0,0.0,0.0,9.0,1.0,,,,,,,
com.ewolff.microservice.customer.CustomerWebIntegrationTest.public void IsCustomerReturnedAsHTML(),,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0,0.0,2.0,0.0,2.0,1.0,2.0,0.0,0.0,4.0,1.0,,,,,,,
com.ewolff.microservice.customer.CustomerWebIntegrationTest.public void IsCustomerReturnedAsJSON(),,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0,0.0,2.0,0.0,2.0,1.0,2.0,0.0,0.0,4.0,1.0,,,,,,,
com.ewolff.microservice.customer.CustomerWebIntegrationTest.public void IsSubmittedCustomerSaved(),,,,,,,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,,,,,,,
com.ewolff.microservice.customer.CustomerWebIntegrationTest.public void setUp(),,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,,,,,,
com.ewolff.microservice.customer.SpringRestDataConfig,,,,,,,,,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,15.0,0.0,1.0,,,,,,,,,,,,,,,,,,,
com.ewolff.microservice.customer.SpringRestDataConfig.public RepositoryRestConfigurer repositoryRestConfigurer(),,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,,,,,,,
com.ewolff.microservice.customer.cdc.Customer,,,,,,,,,64.0,6.0,6.0,0.0,0.0,0.0,0.0,1.411764706,24.0,1.0,0.0,0.0,1.0,0.0,17.0,17.0,0.0,0.0,0.0,6.0,15.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,1.0,17.0,0.0,95.0,0.0,17.0,,,,,,,,,,,,,,,0.0,0.0,0.875,,
com.ewolff.microservice.customer.cdc.Customer.public Customer Customer(),,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,,,,,,
"com.ewolff.microservice.customer.cdc.Customer.public Customer Customer(long id, String firstname, String name, String email, String street, String city)",,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,7.0,0.0,0.0,7.0,0.0,1.0,0.0,6.0,0.0,0.0,1.0,,,,,,,
com.ewolff.microservice.customer.cdc.Customer.public String getCity(),,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,,,,,,
com.ewolff.microservice.customer.cdc.Customer.public String getEmail(),,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,,,,,,
com.ewolff.microservice.customer.cdc.Customer.public String getFirstname(),,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,,,,,,
com.ewolff.microservice.customer.cdc.Customer.public String getName(),,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,,,,,,
com.ewolff.microservice.customer.cdc.Customer.public String getStreet(),,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,,,,,,
com.ewolff.microservice.customer.cdc.Customer.public String toString(),,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,,,,,,
com.ewolff.microservice.customer.cdc.Customer.public boolean equals(Object obj),,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,,,,,,,
com.ewolff.microservice.customer.cdc.Customer.public int hashCode(),,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,,,,,,
com.ewolff.microservice.customer.cdc.Customer.public long getCustomerId(),,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,,,,,,
com.ewolff.microservice.customer.cdc.Customer.public void setCity(String city),,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,,,,,,,
com.ewolff.microservice.customer.cdc.Customer.public void setCustomerId(long id),,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,,,,,,,
com.ewolff.microservice.customer.cdc.Customer.public void setEmail(String email),,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,,,,,,,
com.ewolff.microservice.customer.cdc.Customer.public void setFirstname(String firstname),,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,,,,,,,
com.ewolff.microservice.customer.cdc.Customer.public void setName(String name),,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,,,,,,,
