MS_system,Package,Class,Aa,Ad,Ai,Ait,Ao,Av,ClRCi,ClTCi,DIT,HMd,HMi,MHF,MIF,Ma,Md,Mi,Mit,Mo,NF,NM,NMA,NMI,NOA,NOCh,NOD,NOL,NOPa,NORM,NPF,NPM,NSF,NSM,PMR,PMd,PMi,RTLOC,SIX,TLOC,WMC,AHF,AIF,LCOM*,NMIR,PF
Tap-And-Eat-MicroServices,com.github.joffryferrater.accountservice,AccountServiceApplication,1.0,1.0,0.0,0.0,0.0,1.0,0.5,1.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,2.0,0.0,19.0,0.0,10.0,2.0,1.0,0.0,1.0,,
Tap-And-Eat-MicroServices,com.github.joffryferrater.accountservice,AccountServiceApplicationTests,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,9.0,0.0,4.0,1.0,,,,,
Tap-And-Eat-MicroServices,com.github.joffryferrater.accountservice.models,Account,7.0,7.0,0.0,0.0,0.0,0.0,,,1.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,26.0,,9.0,0.0,0.0,0.0,0.0,,
Tap-And-Eat-MicroServices,com.github.joffryferrater.accountservice.models,AccountRepository,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,1.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,11.0,0.0,5.0,3.0,,,,,
Tap-And-Eat-MicroServices,com.github.joffryferrater.storeservice,StoreServiceApplication,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,8.0,0.0,5.0,1.0,,,,,
Tap-And-Eat-MicroServices,com.github.joffryferrater.storeservice,StoreServiceApplicationTests,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,9.0,0.0,4.0,1.0,,,,,
Tap-And-Eat-MicroServices,com.github.joffryferrater.storeservice.models,Store,4.0,4.0,0.0,0.0,0.0,0.0,1.3,13.0,1.0,0.0,0.0,1.0,0.0,10.0,10.0,0.0,0.0,0.0,4.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,1.0,10.0,0.0,61.0,0.0,39.0,10.0,0.0,0.0,0.805555556,,
Tap-And-Eat-MicroServices,com.github.joffryferrater.storeservice.models,StoreRepository,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,6.0,0.0,3.0,1.0,,,,,
Tap-And-Eat-MicroServices,com.github.joffry.ferrater.configservice,ConfigServiceApplication,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,9.0,0.0,5.0,1.0,,,,,
Tap-And-Eat-MicroServices,com.github.joffryferrater.configservice,ConfigServiceApplicationTests,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,9.0,0.0,4.0,1.0,,,,,
Tap-And-Eat-MicroServices,com.github.joffry.ferrater.discoveryservice,DiscoveryServiceApplication,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,8.0,0.0,5.0,1.0,,,,,
Tap-And-Eat-MicroServices,com.github.joffry.ferrater.discoveryservice,DiscoveryServiceApplicationTests,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,9.0,0.0,4.0,1.0,,,,,
Tap-And-Eat-MicroServices,com.github.joffryferrater.customerservice,CustomerServiceApplication,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,8.0,0.0,5.0,1.0,,,,,
Tap-And-Eat-MicroServices,com.github.joffryferrater.customerservice,CustomerServiceApplicationTests,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,9.0,0.0,4.0,1.0,,,,,
Tap-And-Eat-MicroServices,com.github.joffryferrater.customerservice.models,Customer,11.0,11.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,11.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,35.0,0.0,16.0,1.0,0.0,0.0,,,
Tap-And-Eat-MicroServices,com.github.joffryferrater.customerservice.models,CustomerRepository,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,7.0,0.0,3.0,1.0,,,,,
java-microservice,com.apssouza,BasicApplication,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,8.0,0.0,5.0,1.0,,,,,
java-microservice,com.apssouza.bootstrap,UserLoader,2.0,2.0,0.0,0.0,0.0,0.0,1.5,3.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,26.0,0.0,16.0,2.0,0.0,0.0,0.5,,
java-microservice,com.apssouza.configuration,H2DbConfiguration,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,7.0,1.0,,,,,
java-microservice,com.apssouza.configuration,ServiceDiscoveryConfiguration,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,5.0,,2.0,0.0,,,,,
java-microservice,com.apssouza.controllers,AccountController,1.0,1.0,0.0,0.0,0.0,1.0,2.083333333,12.5,1.0,0.0,0.0,1.0,0.0,6.0,6.0,0.0,0.0,0.0,1.0,6.0,6.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,6.0,0.0,61.0,0.0,29.0,7.0,1.0,0.0,0.0,,
java-microservice,com.apssouza.entities,Account,5.0,5.0,0.0,0.0,0.0,0.0,1.25,15.0,1.0,0.0,0.0,1.0,0.0,12.0,12.0,0.0,0.0,0.0,5.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,1.0,12.0,0.0,72.0,0.0,44.0,12.0,0.0,0.0,0.854545455,,
java-microservice,com.apssouza.exceptions,DataNotFoundException,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,7.0,0.0,5.0,1.0,,,,,
java-microservice,com.apssouza.repositories,AccountRepository,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,5.0,0.0,3.0,1.0,,,,,
java-microservice,com.apssouza.services,AccountService,0.0,0.0,0.0,0.0,0.0,0.0,1.833333333,11.0,1.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,14.0,0.0,8.0,6.0,,,,,
java-microservice,com.apssouza.services,AccountServiceImpl,1.0,1.0,0.0,0.0,0.0,0.0,4.1,24.6,2.0,0.0,0.0,1.0,0.0,6.0,6.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,1.0,0.0,0.0,4.0,1.0,6.0,0.0,6.0,0.0,0.0,1.0,6.0,0.0,42.0,2.0,21.0,6.0,0.0,0.0,0.2,,
java-microservice,com.apssouza.monitoring,CallMonitoringAspect,4.0,4.0,0.0,0.0,0.0,0.0,1.142857143,8.0,1.0,0.0,0.0,1.0,0.0,7.0,7.0,0.0,0.0,0.0,4.0,7.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,7.0,0.0,75.0,0.0,49.0,9.0,0.0,0.0,0.666666667,,
java-microservice,com.apssouza.monitoring,MonitoringConfig,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,5.0,,2.0,0.0,,,,,
java-microservice,com.apssouza.monitoring,MonitoringInvokedEvent,2.0,2.0,0.0,0.0,0.0,0.0,1.666666667,5.0,1.0,0.0,0.0,1.0,0.0,3.0,3.0,0.0,0.0,0.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,3.0,0.0,20.0,0.0,14.0,3.0,0.0,0.0,0.5,,
java-microservice,com.apssouza,BasicApplication,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,10.0,0.0,5.0,1.0,,,,,
java-microservice,com.apssouza.auth,CustomTokenEnhancer,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,14.0,0.0,8.0,1.0,,,,,
java-microservice,com.apssouza.clients,UserClient,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,8.0,0.0,3.0,1.0,,,,,
java-microservice,com.apssouza.configuration,AuthenticationConfiguration,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,0.5,0.0,2.0,2.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,1.0,0.0,24.0,0.0,9.0,2.0,1.0,0.0,1.0,,
java-microservice,com.apssouza.configuration,JwtServerConfiguration,1.0,1.0,0.0,0.0,0.0,0.0,1.25,2.5,1.0,1.0,0.0,0.5,0.0,2.0,2.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.5,1.0,0.0,21.0,0.0,12.0,2.0,0.0,0.0,1.0,,
java-microservice,com.apssouza.configuration,OAuth2ServerConfiguration,2.0,2.0,0.0,0.0,0.0,2.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,3.0,3.0,0.0,0.0,0.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,3.0,0.0,53.0,0.0,22.0,3.0,1.0,0.0,1.0,,
java-microservice,com.apssouza.configuration,ServiceDiscoveryConfiguration,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,5.0,,2.0,0.0,,,,,
java-microservice,com.apssouza.pojos,User,3.0,3.0,0.0,0.0,0.0,0.0,1.375,11.0,1.0,0.0,0.0,1.0,0.0,8.0,8.0,0.0,0.0,0.0,3.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,8.0,0.0,42.0,0.0,30.0,8.0,0.0,0.0,0.714285714,,
java-microservice,com.apssouza.services,UserService,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,5.0,0.0,3.0,1.0,,,,,
java-microservice,com.apssouza.services,UserServiceImpl,1.0,1.0,0.0,0.0,0.0,1.0,2.0,4.0,2.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0,1.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,17.0,1.0,9.0,2.0,1.0,0.0,1.0,,
java-microservice,com.apssouza.infra,AbstractDomainEvent,2.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,16.0,2.0,10.0,2.0,0.0,0.0,1.0,,
java-microservice,com.apssouza.infra,AppEvent,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,7.0,0.0,4.0,2.0,,,,,
java-microservice,com.apssouza.infra,EventPublisher,2.0,2.0,0.0,0.0,0.0,0.0,1.666666667,5.0,1.0,0.0,0.0,1.0,0.0,3.0,3.0,0.0,0.0,0.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,3.0,0.0,32.0,0.0,16.0,3.0,0.0,0.0,0.5,,
java-microservice,de.codecentric.boot.admin,SpringBootAdminApplication,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,9.0,0.0,5.0,1.0,,,,,
java-microservice,com.apssouza,BasicApplication,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,10.0,0.0,5.0,1.0,,,,,
java-microservice,com.apssouza.clients,TodoClient,0.0,0.0,0.0,0.0,0.0,0.0,1.666666667,5.0,1.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,,0.0,0.0,15.0,0.0,5.0,3.0,,,,,
java-microservice,com.apssouza.clients,UserClient,0.0,0.0,0.0,0.0,0.0,0.0,1.666666667,5.0,1.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,,0.0,0.0,12.0,0.0,5.0,3.0,,,,,
java-microservice,com.apssouza.configuration,JwtConfiguration,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,0.5,0.0,2.0,2.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,1.0,0.0,26.0,0.0,18.0,2.0,1.0,0.0,1.0,,
java-microservice,com.apssouza.configuration,OAuth2ResourceServerConfiguration,2.0,2.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,27.0,0.0,10.0,2.0,1.0,0.0,1.5,,
java-microservice,com.apssouza.configuration,ServiceDiscoveryConfiguration,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,5.0,,2.0,0.0,,,,,
java-microservice,com.apssouza.controllers,TodoController,1.0,1.0,0.0,0.0,0.0,1.0,1.5,1.5,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,13.0,0.0,6.0,1.0,1.0,0.0,,,
java-microservice,com.apssouza.controllers,UserController,2.0,2.0,0.0,0.0,0.0,2.0,1.875,7.5,1.0,0.0,0.0,1.0,0.0,4.0,4.0,0.0,0.0,0.0,2.0,4.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,4.0,0.0,31.0,0.0,16.0,4.0,1.0,0.0,0.666666667,,
java-microservice,com.apssouza.exceptions,DataNotFoundException,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,7.0,0.0,5.0,1.0,,,,,
java-microservice,com.apssouza.pojos,Todo,5.0,5.0,0.0,0.0,0.0,0.0,1.0,10.0,1.0,0.0,0.0,1.0,0.0,10.0,10.0,0.0,0.0,0.0,5.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,1.0,10.0,0.0,53.0,0.0,37.0,10.0,0.0,0.0,0.888888889,,
java-microservice,com.apssouza.pojos,User,4.0,4.0,0.0,0.0,0.0,0.0,1.3,13.0,1.0,0.0,0.0,1.0,0.0,10.0,10.0,0.0,0.0,0.0,4.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,1.0,10.0,0.0,52.0,0.0,37.0,10.0,0.0,0.0,0.805555556,,
java-microservice,com.apssouza.services,TodoService,0.0,0.0,0.0,0.0,0.0,0.0,1.666666667,5.0,1.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,,0.0,0.0,8.0,0.0,5.0,3.0,,,,,
java-microservice,com.apssouza.services,TodoServiceImpl,1.0,1.0,0.0,0.0,0.0,1.0,1.875,7.5,2.0,0.0,0.0,1.0,0.0,4.0,4.0,0.0,0.0,0.0,1.0,4.0,1.0,0.0,1.0,0.0,0.0,4.0,1.0,3.0,0.0,4.0,0.0,0.0,1.0,4.0,0.0,26.0,1.5,15.0,4.0,1.0,0.0,0.333333333,,
java-microservice,com.apssouza.services,UserService,0.0,0.0,0.0,0.0,0.0,0.0,1.666666667,5.0,1.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,8.0,0.0,5.0,3.0,,,,,
java-microservice,com.apssouza.services,UserServiceImpl,1.0,1.0,0.0,0.0,0.0,1.0,1.833333333,5.5,2.0,0.0,0.0,1.0,0.0,3.0,3.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,4.0,1.0,3.0,0.0,3.0,0.0,0.0,1.0,3.0,0.0,22.0,2.0,12.0,3.0,1.0,0.0,0.0,,
java-microservice,com.apssouza.discovery,Application,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,8.0,0.0,5.0,1.0,,,,,
java-microservice,com.apssouza.config,Application,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,8.0,0.0,5.0,1.0,,,,,
