MS_system,Microservice,Degree Centrality,In-degree Centrality,Out-degree Centrality,Eigenvector Centrality,Closeness Centrality,Betweenness Centrality,Load Centrality,Harmonic Centrality,Information Centrality,Currrent Flow Centrality,Subgraph Centrality,Cognitive complexity,Avg(NORM),Sum(NORM),Avg(DIT),Max(DIT),Avg(SIX),Sum(SIX),Avg(VG),Sum(VG),Max(VG),Avg(Fin),Sum(Fin),Max(Fin),Avg(Fout),Sum(Fout),Max(Fout),Sum(WMC),Max(WMC),Avg(LCOM*),Max(LCOM*),Sum(LCOM*),Avg(Si),Sum(Si),Max(Si),Sum(NMA),Avg(NOA),Sum(NOA),Avg(NOCh),Sum(NOCh),Avg(NOD),Sum(NOD),Avg(NOPa),Sum(NOPa),Avg(NBD),Max(NBD),Avg(MCLC),Sum(MCLC),Max(MCLC),Sum(Ca),Sum(Ce)
train-ticket,ts-preserve-other-service,0.3142857142857143,0.0,0.3142857142857143,1.2926913944249798e-13,0.0,0.0,0.0,0.0,0.0425457357921408,0.2613748380860873,78.25189828213092,74.0,0.1111111111111111,1.0,1.1111111111111112,2.0,0.0170940171111111,0.153846154,1.5806451612903225,49.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,31.0,0.69791666675,1.0,2.791666667,0.0,0.0,0.0,30.0,0.1111111111111111,1.0,0.1111111111111111,1.0,0.1111111111111111,1.0,0.1111111111111111,1.0,1.1612903225806452,4.0,1.7096774193548387,53.0,33.0,4.0,4.0
train-ticket,ts-preserve-service,0.3142857142857143,0.0,0.3142857142857143,1.2926913944249798e-13,0.0,0.0,0.0,0.0,0.0425700420033954,0.2582182859245805,83.99939571638457,74.0,0.1111111111111111,1.0,1.1111111111111112,2.0,0.0170940171111111,0.153846154,1.5806451612903225,49.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,31.0,0.69791666675,1.0,2.791666667,0.0,0.0,0.0,30.0,0.1111111111111111,1.0,0.1111111111111111,1.0,0.1111111111111111,1.0,0.1111111111111111,1.0,1.1612903225806452,4.0,1.7419354838709675,54.0,34.0,4.0,4.0
train-ticket,ts-price-service,0.0571428571428571,0.0571428571428571,0.0,0.003845773722405,0.1382857142857143,0.0,0.0,5.666666666666665,0.0244131648141238,0.0210334681114627,5.05986802118967,44.0,0.7,7.0,1.1,2.0,0.2,2.0,1.2156862745098038,62.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,18.0,0.3681818183999999,1.0,1.840909092,0.0,0.0,0.0,44.0,0.1,1.0,0.1,1.0,0.1,1.0,0.1,1.0,1.1764705882352942,3.0,0.3529411764705882,18.0,6.0,12.0,7.0
train-ticket,ts-rebook-service,0.1714285714285714,0.0,0.1714285714285714,1.2926913944249798e-13,0.0,0.0,0.0,0.0,0.0375985716991094,0.1221964175541738,41.12442466093225,152.0,0.2222222222222222,2.0,1.1111111111111112,2.0,0.0261437908888888,0.235294118,2.27027027027027,84.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,64.0,0.54687499975,0.770833333,2.187499999,0.0,0.0,0.0,35.0,0.1111111111111111,1.0,0.1111111111111111,1.0,0.1111111111111111,1.0,0.1111111111111111,1.0,1.648648648648649,9.0,2.810810810810811,104.0,28.0,7.0,5.0
train-ticket,ts-route-plan-service,0.1142857142857142,0.0285714285714285,0.0857142857142857,8.402494063762365e-11,0.0285714285714285,0.0002801120448179,0.0002801120448179,1.0,0.0321720810141225,0.0365103843272921,24.393796878014893,74.0,0.4285714285714285,3.0,1.1428571428571428,2.0,0.1071428571428571,0.75,1.6551724137931034,48.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,27.0,0.470238095,0.714285714,1.88095238,0.0,0.0,0.0,26.0,0.1428571428571428,1.0,0.1428571428571428,1.0,0.1428571428571428,1.0,0.1428571428571428,1.0,1.4137931034482758,4.0,2.3448275862068964,68.0,27.0,2.0,2.0
train-ticket,ts-route-service,0.1999999999999999,0.1999999999999999,0.0,0.003869522321823,0.2304761904761904,0.0,0.0,9.0,0.0374485216819562,0.1022558528763639,48.91876868783647,48.0,0.5454545454545454,6.0,1.0909090909090908,2.0,0.2,2.0,1.2884615384615383,67.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,21.0,0.2063131313333333,0.416666667,1.237878788,0.0,0.0,0.0,46.0,0.0909090909090909,1.0,0.0909090909090909,1.0,0.0909090909090909,1.0,0.0909090909090909,1.0,1.1538461538461535,3.0,0.5,26.0,11.0,12.0,7.0
train-ticket,ts-seat-service,0.2571428571428571,0.1714285714285714,0.0857142857142857,2.3721501245379898e-05,0.1928571428571428,0.0193277310924369,0.0194677871148459,7.5,0.0410795797186183,0.1745840634006986,81.68642107617592,52.0,0.2857142857142857,2.0,1.1428571428571428,2.0,0.1142857142857143,0.8,1.5,36.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,17.0,0.52083333325,0.75,2.083333333,0.0,0.0,0.0,22.0,0.1428571428571428,1.0,0.1428571428571428,1.0,0.1428571428571428,1.0,0.1428571428571428,1.0,1.25,3.0,1.5,36.0,16.0,2.0,2.0
train-ticket,ts-security-service,0.1142857142857142,0.0571428571428571,0.0571428571428571,1.679206121358046e-10,0.0571428571428571,0.0008403361344537,0.0008403361344537,2.0,0.0338689455057337,0.0597270069018055,24.041711766019752,22.0,0.5,5.0,1.1,2.0,0.125,1.25,1.148936170212766,54.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,15.0,0.39464285725,0.628571429,1.578571429,0.0,0.0,0.0,42.0,0.1,1.0,0.1,1.0,0.1,1.0,0.1,1.0,1.127659574468085,2.0,0.6170212765957447,29.0,9.0,5.0,7.0
train-ticket,ts-train-food-service,0.0285714285714285,0.0285714285714285,0.0,5.4448420071459114e-08,0.0514285714285714,0.0,0.0,2.0,0.0155060478876874,0.0,2.0201898350183236,30.0,0.375,3.0,1.125,2.0,0.25,2.0,1.380952380952381,29.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,8.0,0.4583333333333333,0.5,1.375,0.0,0.0,0.0,18.0,0.125,1.0,0.125,1.0,0.125,1.0,0.125,1.0,1.4285714285714286,4.0,0.6190476190476191,13.0,3.0,7.0,5.0
train-ticket,ts-train-service,0.1999999999999999,0.1999999999999999,0.0,0.0038694951396254,0.2304761904761904,0.0,0.0,9.0,0.0379879333908327,0.0968780757352626,52.61160673573367,58.0,0.7,7.0,1.1,2.0,0.2,2.0,1.2758620689655171,74.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,16.0,0.4218734968333333,1.0,2.531240981,0.0,0.0,0.0,51.0,0.1,1.0,0.1,1.0,0.1,1.0,0.1,1.0,1.2413793103448276,2.0,0.5,29.0,3.0,12.0,7.0
train-ticket,ts-travel-plan-service,0.1428571428571428,0.0,0.1428571428571428,1.2926913944249798e-13,0.0,0.0,0.0,0.0,0.0346705950425055,0.0533505194323301,36.03156252272678,24.0,0.4,4.0,1.1,2.0,0.0666666667,0.666666667,1.1395348837209305,49.0,3.0,0.0465116279069767,2.0,2.0,0.0465116279069767,2.0,2.0,49.0,18.0,0.6053030303333333,1.0,3.631818182,0.0930232558139534,4.0,4.0,39.0,0.1,1.0,0.1,1.0,0.1,1.0,0.1,1.0,1.162790697674419,3.0,0.4186046511627907,18.0,3.0,7.0,5.0
train-ticket,ts-travel-service,0.2857142857142857,0.1714285714285714,0.1142857142857142,8.20500959943606e-08,0.175,0.017296918767507,0.0172268907563025,6.5,0.041122789366116,0.1820724278841263,97.71209267419673,148.0,0.9285714285714286,13.0,1.0714285714285714,2.0,0.0844155844285714,1.181818182,1.4257425742574257,144.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,144.0,54.0,0.4953609821428571,1.0,3.467526875,0.0,0.0,0.0,88.0,0.0714285714285714,1.0,0.0714285714285714,1.0,0.0714285714285714,1.0,0.0714285714285714,1.0,1.2673267326732671,5.0,1.099009900990099,111.0,10.0,8.0,7.0
train-ticket,ts-travel2-service,0.2285714285714285,0.1142857142857142,0.1142857142857142,2.7517909520542843e-08,0.1142857142857142,0.0080532212885154,0.0079831932773109,4.0,0.0389653542571212,0.1023286071670672,70.1692856597961,118.0,0.8461538461538461,11.0,1.0769230769230769,2.0,0.0916666666666666,1.1,1.3440860215053765,125.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,125.0,47.0,0.4382006881428571,1.0,3.067404817,0.0,0.0,0.0,82.0,0.0769230769230769,1.0,0.0769230769230769,1.0,0.0769230769230769,1.0,0.0769230769230769,1.0,1.2473118279569892,5.0,0.956989247311828,89.0,10.0,8.0,6.0
website,backend,0.5,0.25,0.25,0.3768150168973653,0.5,0.0833333333333333,0.0833333333333333,2.333333333333333,0.2580645161290322,0.1458333333333333,3.1036748801962624,156.0,0.2083333333333333,25.0,1.65,4.0,0.2355345911981131,24.966666667,1.1117824773413898,368.0,6.0,0.8761329305135952,290.0,45.0,0.8761329305135952,290.0,25.0,368.0,19.0,0.793417180319149,2.0,37.290607475,5.093655589123867,1686.0,625.0,306.0,0.9,108.0,0.5666666666666667,68.0,0.9,108.0,0.5666666666666667,68.0,1.0845921450151057,4.0,0.3746223564954682,124.0,13.0,110.0,65.0
